Datum;Eroeffnung;Hoch;Tief;Schluss;Performance;Volumen;Abstand Hoch/Tief
18.11.86;1.402.90;1.402.90;1.402.90;1.402.90;+0.47 %;0;0.00
20.11.86;1.411.98;1.411.98;1.411.98;1.411.98;+0.65 %;0;0.00
21.11.86;1.435.00;1.435.00;1.435.00;1.435.00;+1.63 %;0;0.00
24.11.86;1.451.70;1.451.70;1.451.70;1.451.70;+1.16 %;0;0.00
25.11.86;1.456.91;1.456.91;1.456.91;1.456.91;+0.36 %;0;0.00
27.11.86;1.461.71;1.461.71;1.461.71;1.461.71;+0.33 %;0;0.00
28.11.86;1.466.28;1.466.28;1.466.28;1.466.28;+0.31 %;0;0.00
01.12.86;1.453.11;1.453.11;1.453.11;1.453.11;-0.90 %;0;0.00
02.12.86;1.452.67;1.452.67;1.452.67;1.452.67;-0.03 %;0;0.00
03.12.86;1.470.41;1.470.41;1.470.41;1.470.41;+1.22 %;0;0.00
04.12.86;1.460.22;1.460.22;1.460.22;1.460.22;-0.69 %;0;0.00
05.12.86;1.463.90;1.463.90;1.463.90;1.463.90;+0.25 %;0;0.00
08.12.86;1.455.94;1.455.94;1.455.94;1.455.94;-0.54 %;0;0.00
09.12.86;1.455.31;1.455.31;1.455.31;1.455.31;-0.04 %;0;0.00
10.12.86;1.452.82;1.452.82;1.452.82;1.452.82;-0.17 %;0;0.00
11.12.86;1.448.09;1.448.09;1.448.09;1.448.09;-0.33 %;0;0.00
12.12.86;1.444.15;1.444.15;1.444.15;1.444.15;-0.27 %;0;0.00
15.12.86;1.436.27;1.436.27;1.436.27;1.436.27;-0.55 %;0;0.00
16.12.86;1.446.98;1.446.98;1.446.98;1.446.98;+0.75 %;0;0.00
17.12.86;1.436.97;1.436.97;1.436.97;1.436.97;-0.69 %;0;0.00
18.12.86;1.429.94;1.429.94;1.429.94;1.429.94;-0.49 %;0;0.00
19.12.86;1.428.20;1.428.20;1.428.20;1.428.20;-0.12 %;0;0.00
22.12.86;1.421.61;1.421.61;1.421.61;1.421.61;-0.46 %;0;0.00
23.12.86;1.435.63;1.435.63;1.435.63;1.435.63;+0.99 %;0;0.00
29.12.86;1.434.26;1.434.26;1.434.26;1.434.26;-0.10 %;0;0.00
30.12.86;1.432.25;1.432.25;1.432.25;1.432.25;-0.14 %;0;0.00
02.01.87;1.413.17;1.413.17;1.413.17;1.413.17;-1.33 %;0;0.00
05.01.87;1.421.88;1.421.88;1.421.88;1.421.88;+0.62 %;0;0.00
06.01.87;1.434.26;1.434.26;1.434.26;1.434.26;+0.87 %;0;0.00
07.01.87;1.418.05;1.418.05;1.418.05;1.418.05;-1.13 %;0;0.00
08.01.87;1.382.34;1.382.34;1.382.34;1.382.34;-2.52 %;0;0.00
09.01.87;1.348.72;1.348.72;1.348.72;1.348.72;-2.43 %;0;0.00
12.01.87;1.336.44;1.336.44;1.336.44;1.336.44;-0.91 %;0;0.00
13.01.87;1.326.70;1.326.70;1.326.70;1.326.70;-0.73 %;0;0.00
14.01.87;1.331.20;1.331.20;1.331.20;1.331.20;+0.34 %;0;0.00
15.01.87;1.353.41;1.353.41;1.353.41;1.353.41;+1.67 %;0;0.00
16.01.87;1.356.79;1.356.79;1.356.79;1.356.79;+0.25 %;0;0.00
19.01.87;1.328.30;1.328.30;1.328.30;1.328.30;-2.10 %;0;0.00
20.01.87;1.330.49;1.330.49;1.330.49;1.330.49;+0.16 %;0;0.00
21.01.87;1.332.32;1.332.32;1.332.32;1.332.32;+0.14 %;0;0.00
22.01.87;1.336.78;1.336.78;1.336.78;1.336.78;+0.33 %;0;0.00
23.01.87;1.347.75;1.347.75;1.347.75;1.347.75;+0.82 %;0;0.00
26.01.87;1.309.03;1.309.03;1.309.03;1.309.03;-2.87 %;0;0.00
27.01.87;1.294.76;1.294.76;1.294.76;1.294.76;-1.09 %;0;0.00
28.01.87;1.249.94;1.249.94;1.249.94;1.249.94;-3.46 %;0;0.00
29.01.87;1.272.92;1.272.92;1.272.92;1.272.92;+1.84 %;0;0.00
30.01.87;1.294.45;1.294.45;1.294.45;1.294.45;+1.69 %;0;0.00
02.02.87;1.276.38;1.276.38;1.276.38;1.276.38;-1.40 %;0;0.00
03.02.87;1.241.23;1.241.23;1.241.23;1.241.23;-2.75 %;0;0.00
04.02.87;1.216.31;1.216.31;1.216.31;1.216.31;-2.01 %;0;0.00
05.02.87;1.229.63;1.229.63;1.229.63;1.229.63;+1.10 %;0;0.00
06.02.87;1.250.68;1.250.68;1.250.68;1.250.68;+1.71 %;0;0.00
09.02.87;1.269.94;1.269.94;1.269.94;1.269.94;+1.54 %;0;0.00
10.02.87;1.254.36;1.254.36;1.254.36;1.254.36;-1.23 %;0;0.00
11.02.87;1.253.62;1.253.62;1.253.62;1.253.62;-0.06 %;0;0.00
12.02.87;1.265.63;1.265.63;1.265.63;1.265.63;+0.96 %;0;0.00
13.02.87;1.277.46;1.277.46;1.277.46;1.277.46;+0.93 %;0;0.00
16.02.87;1.260.31;1.260.31;1.260.31;1.260.31;-1.34 %;0;0.00
17.02.87;1.232.90;1.232.90;1.232.90;1.232.90;-2.17 %;0;0.00
18.02.87;1.249.04;1.249.04;1.249.04;1.249.04;+1.31 %;0;0.00
19.02.87;1.276.75;1.276.75;1.276.75;1.276.75;+2.22 %;0;0.00
20.02.87;1.265.44;1.265.44;1.265.44;1.265.44;-0.89 %;0;0.00
23.02.87;1.242.94;1.242.94;1.242.94;1.242.94;-1.78 %;0;0.00
24.02.87;1.239.86;1.239.86;1.239.86;1.239.86;-0.25 %;0;0.00
25.02.87;1.250.98;1.250.98;1.250.98;1.250.98;+0.90 %;0;0.00
26.02.87;1.243.87;1.243.87;1.243.87;1.243.87;-0.57 %;0;0.00
27.02.87;1.244.36;1.244.36;1.244.36;1.244.36;+0.04 %;0;0.00
02.03.87;1.236.55;1.236.55;1.236.55;1.236.55;-0.63 %;0;0.00
03.03.87;1.244.02;1.244.02;1.244.02;1.244.02;+0.60 %;0;0.00
04.03.87;1.256.70;1.256.70;1.256.70;1.256.70;+1.02 %;0;0.00
05.03.87;1.273.63;1.273.63;1.273.63;1.273.63;+1.35 %;0;0.00
06.03.87;1.262.80;1.262.80;1.262.80;1.262.80;-0.85 %;0;0.00
09.03.87;1.275.19;1.275.19;1.275.19;1.275.19;+0.98 %;0;0.00
10.03.87;1.264.03;1.264.03;1.264.03;1.264.03;-0.88 %;0;0.00
11.03.87;1.253.39;1.253.39;1.253.39;1.253.39;-0.84 %;0;0.00
12.03.87;1.250.23;1.250.23;1.250.23;1.250.23;-0.25 %;0;0.00
13.03.87;1.243.09;1.243.09;1.243.09;1.243.09;-0.57 %;0;0.00
16.03.87;1.238.37;1.238.37;1.238.37;1.238.37;-0.38 %;0;0.00
17.03.87;1.220.85;1.220.85;1.220.85;1.220.85;-1.41 %;0;0.00
18.03.87;1.214.38;1.214.38;1.214.38;1.214.38;-0.53 %;0;0.00
19.03.87;1.179.83;1.179.83;1.179.83;1.179.83;-2.85 %;0;0.00
20.03.87;1.196.12;1.196.12;1.196.12;1.196.12;+1.38 %;0;0.00
23.03.87;1.217.32;1.217.32;1.217.32;1.217.32;+1.77 %;0;0.00
24.03.87;1.235.58;1.235.58;1.235.58;1.235.58;+1.50 %;0;0.00
25.03.87;1.240.45;1.240.45;1.240.45;1.240.45;+0.39 %;0;0.00
26.03.87;1.270.50;1.270.50;1.270.50;1.270.50;+2.42 %;0;0.00
27.03.87;1.306.80;1.306.80;1.306.80;1.306.80;+2.86 %;0;0.00
30.03.87;1.296.76;1.296.76;1.296.76;1.296.76;-0.77 %;0;0.00
31.03.87;1.301.71;1.301.71;1.301.71;1.301.71;+0.38 %;0;0.00
01.04.87;1.332.54;1.332.54;1.332.54;1.332.54;+2.37 %;0;0.00
02.04.87;1.334.32;1.334.32;1.334.32;1.334.32;+0.13 %;0;0.00
03.04.87;1.335.33;1.335.33;1.335.33;1.335.33;+0.08 %;0;0.00
06.04.87;1.358.20;1.358.20;1.358.20;1.358.20;+1.71 %;0;0.00
07.04.87;1.331.35;1.331.35;1.331.35;1.331.35;-1.98 %;0;0.00
08.04.87;1.337.45;1.337.45;1.337.45;1.337.45;+0.46 %;0;0.00
09.04.87;1.327.37;1.327.37;1.327.37;1.327.37;-0.75 %;0;0.00
10.04.87;1.297.95;1.297.95;1.297.95;1.297.95;-2.22 %;0;0.00
13.04.87;1.282.22;1.282.22;1.282.22;1.282.22;-1.21 %;0;0.00
14.04.87;1.299.96;1.299.96;1.299.96;1.299.96;+1.38 %;0;0.00
15.04.87;1.312.12;1.312.12;1.312.12;1.312.12;+0.94 %;0;0.00
16.04.87;1.323.28;1.323.28;1.323.28;1.323.28;+0.85 %;0;0.00
21.04.87;1.312.60;1.312.60;1.312.60;1.312.60;-0.81 %;0;0.00
22.04.87;1.343.66;1.343.66;1.343.66;1.343.66;+2.37 %;0;0.00
23.04.87;1.336.11;1.336.11;1.336.11;1.336.11;-0.56 %;0;0.00
24.04.87;1.315.21;1.315.21;1.315.21;1.315.21;-1.56 %;0;0.00
27.04.87;1.282.11;1.282.11;1.282.11;1.282.11;-2.52 %;0;0.00
28.04.87;1.310.52;1.310.52;1.310.52;1.310.52;+2.22 %;0;0.00
29.04.87;1.314.43;1.314.43;1.314.43;1.314.43;+0.30 %;0;0.00
30.04.87;1.308.14;1.308.14;1.308.14;1.308.14;-0.48 %;0;0.00
04.05.87;1.309.63;1.309.63;1.309.63;1.309.63;+0.11 %;0;0.00
05.05.87;1.311.41;1.311.41;1.311.41;1.311.41;+0.14 %;0;0.00
06.05.87;1.326.70;1.326.70;1.326.70;1.326.70;+1.17 %;0;0.00
07.05.87;1.328.86;1.328.86;1.328.86;1.328.86;+0.16 %;0;0.00
08.05.87;1.324.95;1.324.95;1.324.95;1.324.95;-0.29 %;0;0.00
11.05.87;1.323.35;1.323.35;1.323.35;1.323.35;-0.12 %;0;0.00
12.05.87;1.314.06;1.314.06;1.314.06;1.314.06;-0.70 %;0;0.00
13.05.87;1.324.88;1.324.88;1.324.88;1.324.88;+0.82 %;0;0.00
14.05.87;1.312.46;1.312.46;1.312.46;1.312.46;-0.94 %;0;0.00
15.05.87;1.310.82;1.310.82;1.310.82;1.310.82;-0.12 %;0;0.00
18.05.87;1.294.83;1.294.83;1.294.83;1.294.83;-1.22 %;0;0.00
19.05.87;1.299.21;1.299.21;1.299.21;1.299.21;+0.34 %;0;0.00
20.05.87;1.270.99;1.270.99;1.270.99;1.270.99;-2.17 %;0;0.00
21.05.87;1.283.19;1.283.19;1.283.19;1.283.19;+0.96 %;0;0.00
22.05.87;1.283.30;1.283.30;1.283.30;1.283.30;+0.01 %;0;0.00
25.05.87;1.280.73;1.280.73;1.280.73;1.280.73;-0.20 %;0;0.00
26.05.87;1.293.00;1.293.00;1.293.00;1.293.00;+0.96 %;0;0.00
27.05.87;1.306.39;1.306.39;1.306.39;1.306.39;+1.04 %;0;0.00
29.05.87;1.316.44;1.316.44;1.316.44;1.316.44;+0.77 %;0;0.00
01.06.87;1.328.90;1.328.90;1.328.90;1.328.90;+0.95 %;0;0.00
02.06.87;1.310.67;1.310.67;1.310.67;1.310.67;-1.37 %;0;0.00
03.06.87;1.311.79;1.311.79;1.311.79;1.311.79;+0.09 %;0;0.00
04.06.87;1.306.28;1.306.28;1.306.28;1.306.28;-0.42 %;0;0.00
05.06.87;1.308.18;1.308.18;1.308.18;1.308.18;+0.15 %;0;0.00
09.06.87;1.302.49;1.302.49;1.302.49;1.302.49;-0.43 %;0;0.00
10.06.87;1.303.79;1.303.79;1.303.79;1.303.79;+0.10 %;0;0.00
11.06.87;1.311.34;1.311.34;1.311.34;1.311.34;+0.58 %;0;0.00
12.06.87;1.313.16;1.313.16;1.313.16;1.313.16;+0.14 %;0;0.00
15.06.87;1.339.27;1.339.27;1.339.27;1.339.27;+1.99 %;0;0.00
16.06.87;1.346.26;1.346.26;1.346.26;1.346.26;+0.52 %;0;0.00
19.06.87;1.377.69;1.377.69;1.377.69;1.377.69;+2.33 %;0;0.00
22.06.87;1.390.45;1.390.45;1.390.45;1.390.45;+0.93 %;0;0.00
23.06.87;1.401.61;1.401.61;1.401.61;1.401.61;+0.80 %;0;0.00
24.06.87;1.371.03;1.371.03;1.371.03;1.371.03;-2.18 %;0;0.00
25.06.87;1.395.02;1.395.02;1.395.02;1.395.02;+1.75 %;0;0.00
26.06.87;1.408.56;1.408.56;1.408.56;1.408.56;+0.97 %;0;0.00
29.06.87;1.397.78;1.397.78;1.397.78;1.397.78;-0.77 %;0;0.00
30.06.87;1.382.56;1.382.56;1.382.56;1.382.56;-1.09 %;0;0.00
01.07.87;1.383.05;1.383.05;1.383.05;1.383.05;+0.04 %;0;0.00
02.07.87;1.399.97;1.399.97;1.399.97;1.399.97;+1.22 %;0;0.00
03.07.87;1.419.27;1.419.27;1.419.27;1.419.27;+1.38 %;0;0.00
06.07.87;1.408.11;1.408.11;1.408.11;1.408.11;-0.79 %;0;0.00
07.07.87;1.414.21;1.414.21;1.414.21;1.414.21;+0.43 %;0;0.00
08.07.87;1.419.20;1.419.20;1.419.20;1.419.20;+0.35 %;0;0.00
09.07.87;1.411.28;1.411.28;1.411.28;1.411.28;-0.56 %;0;0.00
10.07.87;1.419.76;1.419.76;1.419.76;1.419.76;+0.60 %;0;0.00
13.07.87;1.431.03;1.431.03;1.431.03;1.431.03;+0.79 %;0;0.00
14.07.87;1.440.47;1.440.47;1.440.47;1.440.47;+0.66 %;0;0.00
15.07.87;1.462.16;1.462.16;1.462.16;1.462.16;+1.51 %;0;0.00
16.07.87;1.455.80;1.455.80;1.455.80;1.455.80;-0.43 %;0;0.00
17.07.87;1.472.57;1.472.57;1.472.57;1.472.57;+1.15 %;0;0.00
20.07.87;1.483.84;1.483.84;1.483.84;1.483.84;+0.77 %;0;0.00
21.07.87;1.472.94;1.472.94;1.472.94;1.472.94;-0.73 %;0;0.00
22.07.87;1.460.33;1.460.33;1.460.33;1.460.33;-0.86 %;0;0.00
23.07.87;1.443.78;1.443.78;1.443.78;1.443.78;-1.13 %;0;0.00
24.07.87;1.459.67;1.459.67;1.459.67;1.459.67;+1.10 %;0;0.00
27.07.87;1.454.49;1.454.49;1.454.49;1.454.49;-0.35 %;0;0.00
28.07.87;1.468.89;1.468.89;1.468.89;1.468.89;+0.99 %;0;0.00
29.07.87;1.478.07;1.478.07;1.478.07;1.478.07;+0.62 %;0;0.00
30.07.87;1.501.88;1.501.88;1.501.88;1.501.88;+1.61 %;0;0.00
31.07.87;1.510.54;1.510.54;1.510.54;1.510.54;+0.58 %;0;0.00
03.08.87;1.507.38;1.507.38;1.507.38;1.507.38;-0.21 %;0;0.00
04.08.87;1.520.21;1.520.21;1.520.21;1.520.21;+0.85 %;0;0.00
05.08.87;1.536.73;1.536.73;1.536.73;1.536.73;+1.09 %;0;0.00
06.08.87;1.550.19;1.550.19;1.550.19;1.550.19;+0.88 %;0;0.00
07.08.87;1.559.53;1.559.53;1.559.53;1.559.53;+0.60 %;0;0.00
10.08.87;1.552.98;1.552.98;1.552.98;1.552.98;-0.42 %;0;0.00
11.08.87;1.559.30;1.559.30;1.559.30;1.559.30;+0.41 %;0;0.00
12.08.87;1.548.89;1.548.89;1.548.89;1.548.89;-0.67 %;0;0.00
13.08.87;1.542.83;1.542.83;1.542.83;1.542.83;-0.39 %;0;0.00
14.08.87;1.563.06;1.563.06;1.563.06;1.563.06;+1.31 %;0;0.00
17.08.87;1.570.28;1.570.28;1.570.28;1.570.28;+0.46 %;0;0.00
18.08.87;1.552.68;1.552.68;1.552.68;1.552.68;-1.12 %;0;0.00
19.08.87;1.530.00;1.530.00;1.530.00;1.530.00;-1.46 %;0;0.00
20.08.87;1.544.20;1.544.20;1.544.20;1.544.20;+0.93 %;0;0.00
21.08.87;1.546.66;1.546.66;1.546.66;1.546.66;+0.16 %;0;0.00
24.08.87;1.536.06;1.536.06;1.536.06;1.536.06;-0.69 %;0;0.00
25.08.87;1.529.62;1.529.62;1.529.62;1.529.62;-0.42 %;0;0.00
26.08.87;1.536.58;1.536.58;1.536.58;1.536.58;+0.46 %;0;0.00
27.08.87;1.531.82;1.531.82;1.531.82;1.531.82;-0.31 %;0;0.00
28.08.87;1.540.15;1.540.15;1.540.15;1.540.15;+0.54 %;0;0.00
31.08.87;1.537.81;1.537.81;1.537.81;1.537.81;-0.15 %;0;0.00
01.09.87;1.547.70;1.547.70;1.547.70;1.547.70;+0.64 %;0;0.00
02.09.87;1.537.21;1.537.21;1.537.21;1.537.21;-0.68 %;0;0.00
03.09.87;1.516.76;1.516.76;1.516.76;1.516.76;-1.33 %;0;0.00
04.09.87;1.500.17;1.500.17;1.500.17;1.500.17;-1.09 %;0;0.00
07.09.87;1.471.83;1.471.83;1.471.83;1.471.83;-1.89 %;0;0.00
08.09.87;1.481.42;1.481.42;1.481.42;1.481.42;+0.65 %;0;0.00
09.09.87;1.491.95;1.491.95;1.491.95;1.491.95;+0.71 %;0;0.00
10.09.87;1.507.20;1.507.20;1.507.20;1.507.20;+1.02 %;0;0.00
11.09.87;1.509.88;1.509.88;1.509.88;1.509.88;+0.18 %;0;0.00
14.09.87;1.531.07;1.531.07;1.531.07;1.531.07;+1.40 %;0;0.00
15.09.87;1.524.79;1.524.79;1.524.79;1.524.79;-0.41 %;0;0.00
16.09.87;1.515.38;1.515.38;1.515.38;1.515.38;-0.62 %;0;0.00
17.09.87;1.509.73;1.509.73;1.509.73;1.509.73;-0.37 %;0;0.00
18.09.87;1.502.62;1.502.62;1.502.62;1.502.62;-0.47 %;0;0.00
21.09.87;1.496.86;1.496.86;1.496.86;1.496.86;-0.38 %;0;0.00
22.09.87;1.495.74;1.495.74;1.495.74;1.495.74;-0.07 %;0;0.00
23.09.87;1.503.11;1.503.11;1.503.11;1.503.11;+0.49 %;0;0.00
24.09.87;1.498.34;1.498.34;1.498.34;1.498.34;-0.32 %;0;0.00
25.09.87;1.492.62;1.492.62;1.492.62;1.492.62;-0.38 %;0;0.00
28.09.87;1.493.21;1.493.21;1.493.21;1.493.21;+0.04 %;0;0.00
29.09.87;1.505.26;1.505.26;1.505.26;1.505.26;+0.81 %;0;0.00
30.09.87;1.500.17;1.500.17;1.500.17;1.500.17;-0.34 %;0;0.00
01.10.87;1.519.99;1.519.99;1.519.99;1.519.99;+1.32 %;0;0.00
02.10.87;1.543.05;1.543.05;1.543.05;1.543.05;+1.52 %;0;0.00
05.10.87;1.538.07;1.538.07;1.538.07;1.538.07;-0.32 %;0;0.00
06.10.87;1.525.23;1.525.23;1.525.23;1.525.23;-0.83 %;0;0.00
07.10.87;1.517.65;1.517.65;1.517.65;1.517.65;-0.50 %;0;0.00
08.10.87;1.519.77;1.519.77;1.519.77;1.519.77;+0.14 %;0;0.00
09.10.87;1.478.86;1.478.86;1.478.86;1.478.86;-2.69 %;0;0.00
12.10.87;1.480.16;1.480.16;1.480.16;1.480.16;+0.09 %;0;0.00
13.10.87;1.500.91;1.500.91;1.500.91;1.500.91;+1.40 %;0;0.00
14.10.87;1.497.38;1.497.38;1.497.38;1.497.38;-0.24 %;0;0.00
15.10.87;1.460.59;1.460.59;1.460.59;1.460.59;-2.46 %;0;0.00
16.10.87;1.458.55;1.458.55;1.458.55;1.458.55;-0.14 %;0;0.00
19.10.87;1.321.61;1.321.61;1.321.61;1.321.61;-9.39 %;0;0.00
20.10.87;1.302.80;1.302.80;1.302.80;1.302.80;-1.42 %;0;0.00
21.10.87;1.379.53;1.379.53;1.379.53;1.379.53;+5.89 %;0;0.00
22.10.87;1.287.58;1.287.58;1.287.58;1.287.58;-6.67 %;0;0.00
23.10.87;1.292.67;1.292.67;1.292.67;1.292.67;+0.40 %;0;0.00
26.10.87;1.193.31;1.193.31;1.193.31;1.193.31;-7.69 %;0;0.00
27.10.87;1.225.47;1.225.47;1.225.47;1.225.47;+2.70 %;0;0.00
28.10.87;1.142.17;1.142.17;1.142.17;1.142.17;-6.80 %;0;0.00
29.10.87;1.104.40;1.104.40;1.104.40;1.104.40;-3.31 %;0;0.00
30.10.87;1.177.38;1.177.38;1.177.38;1.177.38;+6.61 %;0;0.00
02.11.87;1.163.87;1.163.87;1.163.87;1.163.87;-1.15 %;0;0.00
03.11.87;1.129.99;1.129.99;1.129.99;1.129.99;-2.91 %;0;0.00
04.11.87;1.097.52;1.097.52;1.097.52;1.097.52;-2.87 %;0;0.00
05.11.87;1.093.39;1.093.39;1.093.39;1.093.39;-0.38 %;0;0.00
06.11.87;1.067.36;1.067.36;1.067.36;1.067.36;-2.38 %;0;0.00
09.11.87;1.012.09;1.012.09;1.012.09;1.012.09;-5.18 %;0;0.00
10.11.87;945.91;945.91;945.91;945.91;-6.54 %;0;0.00
11.11.87;988.20;988.20;988.20;988.20;+4.47 %;0;0.00
12.11.87;1.061.64;1.061.64;1.061.64;1.061.64;+7.43 %;0;0.00
13.11.87;1.075.87;1.075.87;1.075.87;1.075.87;+1.34 %;0;0.00
16.11.87;1.082.72;1.082.72;1.082.72;1.082.72;+0.64 %;0;0.00
17.11.87;1.063.38;1.063.38;1.063.38;1.063.38;-1.79 %;0;0.00
19.11.87;1.055.60;1.055.60;1.055.60;1.055.60;-0.73 %;0;0.00
20.11.87;1.027.34;1.027.34;1.027.34;1.027.34;-2.68 %;0;0.00
23.11.87;1.037.30;1.037.30;1.037.30;1.037.30;+0.97 %;0;0.00
24.11.87;1.080.39;1.080.39;1.080.39;1.080.39;+4.15 %;0;0.00
25.11.87;1.067.24;1.067.24;1.067.24;1.067.24;-1.22 %;0;0.00
26.11.87;1.058.65;1.058.65;1.058.65;1.058.65;-0.80 %;0;0.00
27.11.87;1.052.55;1.052.55;1.052.55;1.052.55;-0.58 %;0;0.00
30.11.87;1.022.84;1.022.84;1.022.84;1.022.84;-2.82 %;0;0.00
01.12.87;1.030.24;1.030.24;1.030.24;1.030.24;+0.72 %;0;0.00
02.12.87;1.044.78;1.044.78;1.044.78;1.044.78;+1.41 %;0;0.00
03.12.87;1.037.94;1.037.94;1.037.94;1.037.94;-0.65 %;0;0.00
04.12.87;1.003.52;1.003.52;1.003.52;1.003.52;-3.32 %;0;0.00
07.12.87;999.18;999.18;999.18;999.18;-0.43 %;0;0.00
08.12.87;1.016.74;1.016.74;1.016.74;1.016.74;+1.76 %;0;0.00
09.12.87;1.016.14;1.016.14;1.016.14;1.016.14;-0.06 %;0;0.00
10.12.87;1.032.32;1.032.32;1.032.32;1.032.32;+1.59 %;0;0.00
11.12.87;1.017.33;1.017.33;1.017.33;1.017.33;-1.45 %;0;0.00
14.12.87;1.009.78;1.009.78;1.009.78;1.009.78;-0.74 %;0;0.00
15.12.87;1.033.10;1.033.10;1.033.10;1.033.10;+2.31 %;0;0.00
16.12.87;1.051.21;1.051.21;1.051.21;1.051.21;+1.75 %;0;0.00
17.12.87;1.040.69;1.040.69;1.040.69;1.040.69;-1.00 %;0;0.00
18.12.87;1.029.90;1.029.90;1.029.90;1.029.90;-1.04 %;0;0.00
21.12.87;1.045.75;1.045.75;1.045.75;1.045.75;+1.54 %;0;0.00
22.12.87;1.048.65;1.048.65;1.048.65;1.048.65;+0.28 %;0;0.00
23.12.87;1.049.85;1.049.85;1.049.85;1.049.85;+0.11 %;0;0.00
28.12.87;1.009.60;1.009.60;1.009.60;1.009.60;-3.83 %;0;0.00
29.12.87;992.00;992.00;992.00;992.00;-1.74 %;0;0.00
30.12.87;1.000.00;1.000.00;1.000.00;1.000.00;+0.81 %;0;0.00
04.01.88;943.88;943.88;943.88;943.88;-5.61 %;0;0.00
05.01.88;1.004.34;1.004.34;1.004.34;1.004.34;+6.41 %;0;0.00
06.01.88;1.020.16;1.020.16;1.020.16;1.020.16;+1.58 %;0;0.00
07.01.88;1.009.01;1.009.01;1.009.01;1.009.01;-1.09 %;0;0.00
08.01.88;1.025.28;1.025.28;1.025.28;1.025.28;+1.61 %;0;0.00
11.01.88;989.57;989.57;989.57;989.57;-3.48 %;0;0.00
12.01.88;989.49;989.49;989.49;989.49;-0.01 %;0;0.00
13.01.88;964.61;964.61;964.61;964.61;-2.51 %;0;0.00
14.01.88;965.64;965.64;965.64;965.64;+0.11 %;0;0.00
15.01.88;958.15;958.15;958.15;958.15;-0.78 %;0;0.00
18.01.88;997.96;997.96;997.96;997.96;+4.15 %;0;0.00
19.01.88;982.38;982.38;982.38;982.38;-1.56 %;0;0.00
20.01.88;956.78;956.78;956.78;956.78;-2.61 %;0;0.00
21.01.88;958.71;958.71;958.71;958.71;+0.20 %;0;0.00
22.01.88;971.39;971.39;971.39;971.39;+1.32 %;0;0.00
25.01.88;967.08;967.08;967.08;967.08;-0.44 %;0;0.00
26.01.88;964.14;964.14;964.14;964.14;-0.30 %;0;0.00
27.01.88;951.79;951.79;951.79;951.79;-1.28 %;0;0.00
28.01.88;931.18;931.18;931.18;931.18;-2.17 %;0;0.00
29.01.88;935.57;935.57;935.57;935.57;+0.47 %;0;0.00
01.02.88;958.69;958.69;958.69;958.69;+2.47 %;0;0.00
02.02.88;953.55;953.55;953.55;953.55;-0.54 %;0;0.00
03.02.88;981.56;981.56;981.56;981.56;+2.94 %;0;0.00
04.02.88;984.89;984.89;984.89;984.89;+0.34 %;0;0.00
05.02.88;980.46;980.46;980.46;980.46;-0.45 %;0;0.00
08.02.88;984.42;984.42;984.42;984.42;+0.40 %;0;0.00
09.02.88;988.12;988.12;988.12;988.12;+0.38 %;0;0.00
10.02.88;996.39;996.39;996.39;996.39;+0.84 %;0;0.00
11.02.88;1.029.40;1.029.40;1.029.40;1.029.40;+3.31 %;0;0.00
12.02.88;1.032.98;1.032.98;1.032.98;1.032.98;+0.35 %;0;0.00
15.02.88;1.042.85;1.042.85;1.042.85;1.042.85;+0.96 %;0;0.00
16.02.88;1.062.17;1.062.17;1.062.17;1.062.17;+1.85 %;0;0.00
17.02.88;1.054.51;1.054.51;1.054.51;1.054.51;-0.72 %;0;0.00
18.02.88;1.045.28;1.045.28;1.045.28;1.045.28;-0.88 %;0;0.00
19.02.88;1.050.85;1.050.85;1.050.85;1.050.85;+0.53 %;0;0.00
22.02.88;1.066.04;1.066.04;1.066.04;1.066.04;+1.45 %;0;0.00
23.02.88;1.070.40;1.070.40;1.070.40;1.070.40;+0.41 %;0;0.00
24.02.88;1.074.83;1.074.83;1.074.83;1.074.83;+0.41 %;0;0.00
25.02.88;1.096.05;1.096.05;1.096.05;1.096.05;+1.97 %;0;0.00
26.02.88;1.077.69;1.077.69;1.077.69;1.077.69;-1.68 %;0;0.00
29.02.88;1.079.55;1.079.55;1.079.55;1.079.55;+0.17 %;0;0.00
01.03.88;1.085.48;1.085.48;1.085.48;1.085.48;+0.55 %;0;0.00
02.03.88;1.080.75;1.080.75;1.080.75;1.080.75;-0.44 %;0;0.00
03.03.88;1.084.54;1.084.54;1.084.54;1.084.54;+0.35 %;0;0.00
04.03.88;1.076.96;1.076.96;1.076.96;1.076.96;-0.70 %;0;0.00
07.03.88;1.081.44;1.081.44;1.081.44;1.081.44;+0.42 %;0;0.00
08.03.88;1.072.78;1.072.78;1.072.78;1.072.78;-0.80 %;0;0.00
09.03.88;1.076.61;1.076.61;1.076.61;1.076.61;+0.36 %;0;0.00
10.03.88;1.085.64;1.085.64;1.085.64;1.085.64;+0.84 %;0;0.00
11.03.88;1.074.64;1.074.64;1.074.64;1.074.64;-1.01 %;0;0.00
14.03.88;1.073.04;1.073.04;1.073.04;1.073.04;-0.15 %;0;0.00
15.03.88;1.088.02;1.088.02;1.088.02;1.088.02;+1.40 %;0;0.00
16.03.88;1.101.55;1.101.55;1.101.55;1.101.55;+1.24 %;0;0.00
17.03.88;1.107.49;1.107.49;1.107.49;1.107.49;+0.54 %;0;0.00
