Datum;Eroeffnung;Hoch;Tief;Schluss;Performance;Volumen;Abstand Hoch/Tief
07.04.98;5.353.64;5.359.68;5.283.37;5.309.67;-0.68 %;15.925.624;76.31
08.04.98;5.316.57;5.323.32;5.241.05;5.267.35;-0.80 %;22.257.368;82.27
09.04.98;5.234.77;5.322.30;5.233.83;5.312.25;+0.85 %;12.059.713;88.47
10.04.98;5.234.77;5.322.30;5.233.83;5.312.25;0.00 %;0;88.47
13.04.98;5.234.77;5.322.30;5.233.83;5.312.25;0.00 %;0;88.47
14.04.98;5.350.16;5.409.82;5.301.57;5.367.98;+1.05 %;12.130.143;108.25
15.04.98;5.390.02;5.409.23;5.343.46;5.359.24;-0.16 %;13.906.991;65.77
16.04.98;5.381.50;5.398.46;5.268.86;5.292.97;-1.24 %;14.902.381;129.60
17.04.98;5.276.05;5.333.58;5.243.26;5.326.63;+0.64 %;15.593.832;90.32
20.04.98;5.372.84;5.436.77;5.372.84;5.407.93;+1.53 %;14.116.267;63.93
21.04.98;5.419.87;5.420.92;5.337.46;5.373.80;-0.63 %;13.150.068;83.46
22.04.98;5.386.82;5.425.85;5.297.48;5.312.28;-1.14 %;14.807.181;128.37
23.04.98;5.333.24;5.341.71;5.215.17;5.262.57;-0.94 %;14.966.687;126.54
24.04.98;5.249.54;5.254.78;5.136.73;5.144.42;-2.25 %;13.913.267;118.05
27.04.98;5.121.14;5.155.63;4.992.12;5.002.71;-2.75 %;11.937.170;163.51
28.04.98;5.027.92;5.114.37;5.009.92;5.110.81;+2.16 %;22.598.157;104.45
29.04.98;5.129.21;5.153.18;5.051.23;5.083.80;-0.53 %;15.511.065;101.95
30.04.98;5.102.09;5.269.10;5.082.14;5.243.75;+3.15 %;14.266.288;186.96
01.05.98;5.102.09;5.269.10;5.082.14;5.243.75;0.00 %;0;186.96
04.05.98;5.264.25;5.357.47;5.259.43;5.337.75;+1.79 %;11.957.628;98.04
05.05.98;5.337.50;5.337.50;5.210.31;5.226.20;-2.09 %;10.081.437;127.19
06.05.98;5.230.94;5.297.64;5.189.18;5.261.84;+0.68 %;13.954.692;108.46
07.05.98;5.277.55;5.277.55;5.160.13;5.164.89;-1.84 %;18.925.438;117.42
08.05.98;5.184.82;5.289.09;5.178.44;5.270.61;+2.05 %;12.214.767;110.65
11.05.98;5.310.53;5.351.78;5.297.62;5.348.75;+1.48 %;10.740.272;54.16
12.05.98;5.296.12;5.320.61;5.266.70;5.307.82;-0.77 %;12.167.437;53.91
13.05.98;5.340.10;5.413.93;5.328.98;5.371.99;+1.21 %;15.673.461;84.95
14.05.98;5.400.29;5.410.78;5.322.27;5.374.11;+0.04 %;14.861.237;88.51
15.05.98;5.385.91;5.429.11;5.374.97;5.414.31;+0.75 %;12.825.112;54.14
18.05.98;5.384.03;5.388.73;5.329.09;5.343.66;-1.30 %;11.231.987;59.64
19.05.98;5.374.07;5.446.03;5.370.94;5.441.00;+1.82 %;12.832.431;75.09
20.05.98;5.447.24;5.533.40;5.434.59;5.514.51;+1.35 %;15.806.326;98.81
21.05.98;5.447.24;5.533.40;5.434.59;5.514.51;0.00 %;0;98.81
22.05.98;5.520.34;5.577.35;5.506.77;5.530.19;+0.28 %;14.141.601;70.58
25.05.98;5.548.33;5.597.43;5.547.82;5.592.46;+1.13 %;8.708.277;49.61
26.05.98;5.614.43;5.671.52;5.612.74;5.639.89;+0.85 %;13.888.540;58.78
27.05.98;5.580.79;5.580.79;5.451.46;5.466.88;-3.07 %;13.744.846;129.33
28.05.98;5.532.30;5.579.20;5.470.60;5.507.36;+0.74 %;15.818.663;108.60
29.05.98;5.543.74;5.591.44;5.534.15;5.556.99;+0.90 %;13.633.662;57.29
01.06.98;5.543.74;5.591.44;5.534.15;5.556.99;0.00 %;0;57.29
02.06.98;5.542.55;5.613.83;5.495.11;5.583.83;+0.48 %;11.214.717;118.72
03.06.98;5.575.97;5.641.07;5.572.59;5.640.42;+1.01 %;10.472.097;68.48
04.06.98;5.628.54;5.628.54;5.569.41;5.605.38;-0.62 %;10.322.516;59.13
05.06.98;5.648.73;5.726.13;5.644.81;5.724.75;+2.13 %;10.055.141;81.32
08.06.98;5.761.96;5.796.19;5.757.63;5.787.05;+1.09 %;10.713.635;38.56
09.06.98;5.789.13;5.789.44;5.740.94;5.773.77;-0.23 %;10.976.132;48.50
10.06.98;5.758.02;5.810.02;5.707.47;5.799.22;+0.44 %;10.041.728;102.55
11.06.98;5.758.02;5.810.02;5.707.47;5.799.22;0.00 %;84;102.55
12.06.98;5.741.09;5.741.09;5.623.35;5.631.34;-2.89 %;12.772.947;117.74
15.06.98;5.635.39;5.668.05;5.511.27;5.581.24;-0.89 %;12.784.461;156.78
16.06.98;5.535.96;5.632.40;5.523.85;5.621.71;+0.73 %;11.369.878;108.55
17.06.98;5.662.38;5.743.14;5.662.38;5.742.83;+2.15 %;12.328.306;80.76
18.06.98;5.777.70;5.811.70;5.680.75;5.689.89;-0.92 %;12.572.932;130.95
19.06.98;5.718.98;5.730.54;5.634.15;5.644.22;-0.80 %;116.191.235;96.39
22.06.98;5.652.56;5.688.24;5.609.53;5.648.11;+0.07 %;9.367.346;78.71
23.06.98;5.664.55;5.751.89;5.659.23;5.748.34;+1.77 %;13.071.358;92.66
24.06.98;5.769.56;5.794.93;5.719.31;5.784.40;+0.63 %;12.848.888;75.62
25.06.98;5.822.71;5.894.21;5.822.71;5.886.72;+1.77 %;15.332.310;71.50
26.06.98;5.873.49;5.899.73;5.842.45;5.870.49;-0.28 %;11.155.692;57.28
29.06.98;5.888.62;5.945.03;5.888.62;5.933.73;+1.08 %;9.168.728;56.41
30.06.98;5.953.53;5.957.56;5.831.73;5.841.83;-1.55 %;15.497.520;125.83
01.07.98;5.866.81;5.937.49;5.860.69;5.910.51;+1.18 %;13.926.340;76.80
02.07.98;5.939.62;5.986.63;5.890.91;5.905.15;-0.09 %;16.672.187;95.72
03.07.98;5.914.55;5.963.94;5.912.95;5.961.45;+0.95 %;15.801.259;50.99
06.07.98;5.985.39;5.985.39;5.901.05;5.942.06;-0.33 %;11.825.152;84.34
07.07.98;5.963.51;5.998.92;5.955.50;5.975.88;+0.57 %;14.623.266;43.42
08.07.98;5.973.29;6.025.50;5.949.33;6.018.89;+0.72 %;14.895.237;76.17
09.07.98;6.051.36;6.051.36;5.979.23;6.000.84;-0.30 %;15.656.243;72.13
10.07.98;5.962.06;6.024.58;5.919.99;6.001.24;+0.01 %;15.278.491;104.59
13.07.98;6.014.43;6.054.78;6.001.78;6.023.31;+0.37 %;10.891.626;53.00
14.07.98;6.026.08;6.103.08;6.026.08;6.101.90;+1.30 %;13.436.643;77.00
15.07.98;6.143.42;6.161.61;6.084.53;6.108.02;+0.10 %;1.289.452;77.08
16.07.98;6.107.73;6.158.97;6.084.23;6.108.00;-0.00 %;21.875.468;74.74
17.07.98;6.131.46;6.170.38;6.117.74;6.162.86;+0.90 %;20.178.526;52.64
20.07.98;6.155.21;6.206.01;6.132.28;6.186.09;+0.38 %;12.324.360;73.73
21.07.98;6.195.18;6.224.52;6.164.48;6.184.10;-0.03 %;15.884.931;60.04
22.07.98;6.151.73;6.189.61;6.081.11;6.081.11;-1.67 %;14.654.426;108.50
23.07.98;6.109.66;6.138.78;6.025.77;6.043.82;-0.61 %;16.704.248;113.01
24.07.98;5.990.48;6.062.03;5.952.82;6.040.58;-0.05 %;20.644.001;109.21
27.07.98;6.048.71;6.075.05;5.850.26;5.854.35;-3.08 %;15.778.234;224.79
28.07.98;5.948.87;5.969.20;5.857.27;5.867.52;+0.22 %;15.168.085;111.93
29.07.98;5.862.07;5.890.14;5.806.96;5.828.74;-0.66 %;16.228.830;83.18
30.07.98;5.850.38;5.908.14;5.828.95;5.906.33;+1.33 %;12.050.588;79.19
31.07.98;5.929.79;5.963.51;5.856.69;5.861.19;-0.76 %;17.889.068;106.82
03.08.98;5.805.07;5.813.23;5.720.43;5.774.38;-1.48 %;11.055.593;92.80
04.08.98;5.747.02;5.816.89;5.718.70;5.718.70;-0.96 %;12.104.428;98.19
05.08.98;5.620.70;5.641.18;5.555.59;5.614.77;-1.82 %;17.831.392;85.59
06.08.98;5.653.35;5.670.20;5.499.44;5.528.12;-1.54 %;15.342.490;170.76
07.08.98;5.563.92;5.598.32;5.529.11;5.598.32;+1.27 %;12.411.875;69.21
10.08.98;5.600.27;5.612.16;5.460.43;5.460.43;-2.46 %;10.557.287;151.73
11.08.98;5.471.11;5.472.84;5.251.44;5.285.78;-3.20 %;17.501.791;221.40
12.08.98;5.347.72;5.425.98;5.336.77;5.386.94;+1.91 %;13.920.261;89.21
13.08.98;5.355.69;5.398.19;5.231.81;5.355.03;-0.59 %;19.496.560;166.38
14.08.98;5.361.00;5.484.00;5.361.00;5.473.72;+2.22 %;11.386.396;123.00
17.08.98;5.404.64;5.472.10;5.307.76;5.429.58;-0.81 %;9.043.186;164.34
18.08.98;5.500.74;5.602.15;5.500.74;5.602.15;+3.18 %;9.592.535;101.41
19.08.98;5.637.82;5.677.16;5.585.87;5.601.28;-0.02 %;11.433.078;91.29
20.08.98;5.619.15;5.659.77;5.470.93;5.486.76;-2.04 %;10.358.803;188.84
21.08.98;5.459.12;5.459.12;5.156.24;5.187.36;-5.46 %;16.098.351;302.88
24.08.98;5.218.29;5.287.40;5.143.99;5.253.38;+1.27 %;11.466.188;143.41
25.08.98;5.293.70;5.405.60;5.293.70;5.405.60;+2.90 %;9.480.951;111.90
26.08.98;5.386.33;5.386.33;5.208.36;5.247.62;-2.92 %;9.088.816;177.97
27.08.98;5.203.42;5.253.05;5.012.73;5.012.73;-4.48 %;17.282.517;240.32
28.08.98;4.912.31;5.018.81;4.745.06;4.925.80;-1.73 %;21.668.156;273.75
31.08.98;4.950.77;4.990.27;4.810.76;4.815.13;-2.25 %;13.543.466;179.51
01.09.98;4.723.14;4.855.90;4.647.88;4.855.90;+0.85 %;17.131.208;208.02
02.09.98;4.937.14;5.013.77;4.907.77;4.947.88;+1.89 %;14.496.035;106.00
03.09.98;4.916.39;4.917.44;4.742.32;4.797.13;-3.05 %;10.219.270;175.12
04.09.98;4.782.03;4.953.49;4.778.77;4.864.97;+1.41 %;8.985.061;174.72
07.09.98;4.952.04;5.015.68;4.877.24;4.945.74;+1.66 %;8.431.273;138.44
08.09.98;4.983.29;5.118.43;4.943.96;5.095.62;+3.03 %;10.060.436;174.47
09.09.98;5.140.91;5.151.68;4.957.69;4.958.44;-2.69 %;11.078.515;193.99
10.09.98;4.919.40;4.921.92;4.690.42;4.744.05;-4.32 %;11.930.762;231.50
11.09.98;4.683.89;4.786.47;4.600.17;4.754.65;+0.22 %;15.747.572;186.30
14.09.98;4.851.82;4.916.47;4.830.95;4.893.51;+2.92 %;9.771.060;85.52
15.09.98;4.928.42;4.959.88;4.792.75;4.851.56;-0.86 %;8.952.332;167.13
16.09.98;4.881.45;4.958.63;4.847.16;4.872.18;+0.43 %;9.502.542;111.47
17.09.98;4.840.78;4.842.25;4.619.10;4.629.03;-4.99 %;15.402.056;223.15
18.09.98;4.716.74;4.771.01;4.550.27;4.623.37;-0.12 %;16.623.953;220.74
21.09.98;4.563.26;4.581.58;4.347.65;4.439.13;-3.98 %;14.975.228;233.93
22.09.98;4.572.80;4.609.05;4.529.71;4.549.23;+2.48 %;11.543.482;79.34
23.09.98;4.553.87;4.722.96;4.553.87;4.722.96;+3.82 %;12.470.631;169.09
24.09.98;4.799.39;4.864.39;4.611.34;4.611.34;-2.36 %;12.163.921;253.05
25.09.98;4.561.16;4.593.16;4.452.91;4.584.74;-0.58 %;157.645.585;140.25
28.09.98;4.579.33;4.721.79;4.573.67;4.681.47;+2.11 %;12.993.835;148.12
29.09.98;4.664.70;4.666.45;4.566.85;4.600.33;-1.73 %;7.519.580;99.60
30.09.98;4.546.22;4.559.75;4.407.79;4.430.91;-3.68 %;9.437.682;151.96
01.10.98;4.370.66;4.374.04;4.096.69;4.096.69;-7.54 %;19.532.975;277.35
02.10.98;4.137.71;4.230.32;3.855.04;4.019.31;-1.89 %;18.183.815;375.28
05.10.98;4.013.05;4.119.79;3.880.43;4.082.70;+1.58 %;16.796.658;239.36
06.10.98;3.966.31;4.190.80;3.963.38;4.185.39;+2.52 %;12.953.275;227.42
07.10.98;4.234.92;4.279.17;4.006.06;4.064.16;-2.90 %;12.349.311;273.11
08.10.98;4.004.95;4.043.38;3.822.59;3.862.37;-4.97 %;12.206.386;220.79
09.10.98;3.981.78;4.042.06;3.904.31;3.973.44;+2.88 %;10.765.721;137.75
12.10.98;4.094.62;4.280.93;4.094.62;4.271.63;+7.50 %;10.099.367;186.31
13.10.98;4.219.16;4.307.45;4.169.16;4.253.12;-0.43 %;8.259.306;138.29
14.10.98;4.219.13;4.377.86;4.171.87;4.371.10;+2.77 %;6.676.128;205.99
15.10.98;4.364.54;4.438.75;4.315.66;4.391.64;+0.47 %;10.569.858;123.09
16.10.98;4.504.89;4.578.41;4.399.43;4.469.12;+1.76 %;15.986.138;178.98
19.10.98;4.499.46;4.543.53;4.407.33;4.466.18;-0.07 %;7.763.507;136.20
20.10.98;4.489.70;4.657.86;4.489.70;4.657.86;+4.29 %;9.583.470;168.16
21.10.98;4.616.87;4.643.17;4.516.35;4.534.55;-2.65 %;10.263.607;126.82
22.10.98;4.559.16;4.601.51;4.427.87;4.449.12;-1.88 %;8.183.143;173.64
23.10.98;4.459.54;4.498.31;4.421.34;4.480.43;+0.70 %;6.639.187;76.97
26.10.98;4.459.55;4.618.63;4.437.97;4.579.64;+2.21 %;6.758.857;180.66
27.10.98;4.629.80;4.711.25;4.608.12;4.682.70;+2.25 %;11.432.726;103.13
28.10.98;4.653.31;4.653.31;4.524.42;4.564.12;-2.53 %;8.576.400;128.89
29.10.98;4.556.96;4.593.64;4.483.26;4.569.73;+0.12 %;7.748.855;110.38
30.10.98;4.602.89;4.729.35;4.600.76;4.690.99;+2.65 %;12.182.160;128.59
02.11.98;4.717.52;4.806.64;4.717.52;4.762.47;+1.52 %;8.960.738;89.12
03.11.98;4.793.05;4.794.67;4.691.24;4.709.32;-1.12 %;17.412.031;103.43
04.11.98;4.725.49;4.880.89;4.724.68;4.878.24;+3.59 %;10.875.801;156.21
05.11.98;4.866.79;4.878.97;4.765.13;4.795.28;-1.70 %;10.440.802;113.84
06.11.98;4.834.57;4.906.91;4.799.79;4.809.73;+0.30 %;14.954.665;107.12
09.11.98;4.854.81;4.887.79;4.740.02;4.809.73;0.00 %;13.446.128;147.77
10.11.98;4.746.59;4.790.30;4.653.58;4.681.34;-2.67 %;6.144.176;136.72
11.11.98;4.698.29;4.761.07;4.683.99;4.705.32;+0.51 %;6.990.922;77.08
12.11.98;4.683.78;4.684.09;4.630.50;4.645.89;-1.26 %;8.024.375;53.59
13.11.98;4.653.16;4.715.72;4.613.09;4.643.80;-0.04 %;7.791.381;102.63
16.11.98;4.687.69;4.785.76;4.687.69;4.785.76;+3.06 %;8.574.422;98.07
17.11.98;4.783.90;4.790.29;4.706.92;4.718.34;-1.41 %;7.245.838;83.37
18.11.98;4.740.26;4.816.94;4.697.90;4.700.69;-0.37 %;6.059.388;119.04
19.11.98;4.716.99;4.834.24;4.700.41;4.805.69;+2.23 %;8.689.175;133.83
20.11.98;4.832.37;4.926.03;4.827.53;4.911.43;+2.20 %;10.185.268;98.50
23.11.98;4.964.61;5.036.69;4.960.41;5.024.51;+2.30 %;9.020.610;76.28
24.11.98;5.058.59;5.116.00;4.950.33;4.954.54;-1.39 %;11.315.648;165.67
25.11.98;4.941.23;5.014.51;4.926.37;4.956.53;+0.04 %;7.076.843;88.14
26.11.98;4.972.06;5.071.39;4.972.06;5.067.99;+2.25 %;7.036.001;99.33
27.11.98;5.064.49;5.161.35;5.033.32;5.159.21;+1.80 %;7.552.793;128.03
30.11.98;5.135.00;5.174.42;5.017.95;5.026.14;-2.58 %;8.030.301;156.47
01.12.98;4.997.01;4.997.01;4.752.08;4.777.18;-4.95 %;8.351.671;244.93
02.12.98;4.871.18;4.879.35;4.676.47;4.712.20;-1.36 %;9.985.431;202.88
03.12.98;4.681.50;4.827.75;4.592.07;4.812.34;+2.13 %;11.271.690;235.68
04.12.98;4.757.78;4.850.56;4.687.17;4.802.76;-0.20 %;7.415.462;163.39
07.12.98;4.830.64;4.911.41;4.701.95;4.721.17;-1.70 %;7.021.356;209.46
08.12.98;4.718.87;4.766.29;4.644.29;4.708.19;-0.27 %;6.811.111;122.00
09.12.98;4.692.12;4.724.25;4.628.42;4.676.57;-0.67 %;7.846.975;95.83
10.12.98;4.680.63;4.741.90;4.606.66;4.650.30;-0.56 %;8.668.791;135.24
11.12.98;4.573.22;4.580.89;4.495.08;4.543.02;-2.31 %;9.510.433;85.81
14.12.98;4.499.16;4.567.58;4.435.94;4.563.26;+0.45 %;7.676.623;131.64
15.12.98;4.536.57;4.619.37;4.522.48;4.569.70;+0.14 %;9.280.892;96.89
16.12.98;4.606.23;4.716.86;4.604.28;4.686.74;+2.56 %;8.949.851;112.58
17.12.98;4.688.26;4.742.11;4.652.14;4.732.11;+0.97 %;8.874.111;89.97
18.12.98;4.741.96;4.750.44;4.649.39;4.666.74;-1.38 %;15.054.846;101.05
21.12.98;4.681.08;4.845.96;4.667.20;4.826.70;+3.43 %;8.413.267;178.76
22.12.98;4.820.29;4.889.11;4.773.35;4.879.47;+1.09 %;7.018.872;115.76
23.12.98;4.873.34;4.989.00;4.857.18;4.978.62;+2.03 %;7.304.436;131.82
24.12.98;4.873.34;4.989.00;4.857.18;4.978.62;0.00 %;0;131.82
25.12.98;4.873.34;4.989.00;4.857.18;4.978.62;0.00 %;0;131.82
28.12.98;5.004.50;5.066.88;5.004.50;5.040.15;+1.24 %;6.157.111;62.38
29.12.98;5.038.06;5.066.87;5.002.24;5.056.20;+0.32 %;4.247.691;64.63
30.12.98;5.054.86;5.089.23;4.999.71;5.006.57;-0.98 %;4.017.085;89.52
31.12.98;5.054.86;5.089.23;4.999.71;5.006.57;0.00 %;0;89.52
01.01.99;5.054.86;5.089.23;4.999.71;5.006.57;0.00 %;0;89.52
04.01.99;4.978.38;5.290.36;4.962.83;5.290.36;+5.67 %;8.799.922;327.53
05.01.99;5.171.77;5.313.61;5.140.69;5.263.41;-0.51 %;9.831.008;172.92
06.01.99;5.337.90;5.460.20;5.312.48;5.442.90;+3.41 %;10.225.962;147.72
07.01.99;5.482.62;5.509.30;5.261.53;5.345.71;-1.79 %;13.621.187;247.77
08.01.99;5.357.08;5.458.26;5.352.33;5.370.51;+0.46 %;9.990.546;105.93
11.01.99;5.404.45;5.485.79;5.250.94;5.266.47;-1.94 %;1.045.442;234.85
12.01.99;5.278.14;5.338.36;5.180.21;5.196.13;-1.34 %;7.651.308;158.15
13.01.99;5.146.20;5.193.03;4.849.78;4.982.12;-4.12 %;11.588.815;343.25
14.01.99;5.062.30;5.093.66;4.867.25;4.902.75;-1.59 %;9.985.732;226.41
15.01.99;4.882.23;4.988.48;4.752.82;4.973.78;+1.45 %;11.007.616;235.66
18.01.99;5.065.91;5.091.70;5.011.67;5.076.85;+2.07 %;7.558.806;80.03
19.01.99;5.098.73;5.129.70;4.978.09;5.038.45;-0.76 %;7.431.188;151.61
20.01.99;5.095.94;5.198.48;5.087.95;5.197.15;+3.15 %;8.881.968;110.53
21.01.99;5.161.96;5.234.22;5.108.12;5.163.45;-0.65 %;8.173.756;126.10
22.01.99;5.111.60;5.111.60;4.970.08;5.008.21;-3.01 %;6.320.551;141.52
25.01.99;4.979.88;5.021.32;4.880.73;4.988.59;-0.39 %;5.564.497;140.59
26.01.99;5.032.16;5.071.91;4.938.36;5.001.19;+0.25 %;6.293.601;133.55
27.01.99;5.076.70;5.112.79;5.034.34;5.038.21;+0.74 %;7.862.140;78.45
28.01.99;5.011.42;5.126.94;4.951.14;5.080.93;+0.85 %;6.474.886;175.80
29.01.99;5.113.01;5.196.60;5.113.01;5.180.29;+1.96 %;12.251.043;83.59
01.02.99;5.205.90;5.292.74;5.204.52;5.239.60;+1.14 %;5.825.836;88.22
02.02.99;5.221.20;5.246.17;5.151.58;5.164.95;-1.42 %;8.136.181;94.59
03.02.99;5.154.01;5.168.38;5.051.44;5.090.07;-1.45 %;6.371.438;116.94
04.02.99;5.136.29;5.206.31;5.060.50;5.061.28;-0.57 %;8.003.567;145.81
05.02.99;5.027.82;5.100.11;4.981.69;5.097.48;+0.72 %;7.486.197;118.42
08.02.99;5.127.46;5.174.25;4.999.72;5.052.44;-0.88 %;7.813.740;174.53
09.02.99;5.070.36;5.103.99;4.842.58;4.850.67;-3.99 %;10.768.258;261.41
10.02.99;4.840.72;4.849.18;4.743.46;4.814.04;-0.76 %;9.309.082;105.72
11.02.99;4.841.50;4.877.54;4.789.94;4.869.29;+1.15 %;7.409.671;87.60
12.02.99;4.961.82;4.995.53;4.850.61;4.896.74;+0.56 %;8.662.818;144.92
15.02.99;4.871.52;4.888.95;4.807.39;4.888.95;-0.16 %;4.326.063;81.56
16.02.99;4.931.79;4.950.12;4.874.76;4.895.11;+0.13 %;4.814.680;75.36
17.02.99;4.888.24;4.888.24;4.771.43;4.820.42;-1.53 %;5.246.240;116.81
18.02.99;4.801.59;4.878.46;4.782.03;4.871.09;+1.05 %;9.156.826;96.43
19.02.99;4.886.16;4.916.61;4.775.66;4.823.26;-0.98 %;5.653.200;140.95
22.02.99;4.855.44;4.904.30;4.821.93;4.887.70;+1.34 %;5.182.607;82.37
23.02.99;4.929.42;5.039.68;4.929.42;5.012.60;+2.56 %;7.344.652;110.26
24.02.99;4.982.06;5.083.45;4.971.05;5.058.29;+0.91 %;6.404.680;112.40
25.02.99;5.022.57;5.030.14;4.904.49;4.918.55;-2.76 %;6.282.348;125.65
26.02.99;4.930.71;4.953.91;4.847.45;4.903.96;-0.30 %;4.530.298;106.46
01.03.99;4.929.03;4.956.09;4.739.65;4.779.07;-2.55 %;4.907.456;216.44
02.03.99;4.808.15;4.834.08;4.704.72;4.797.84;+0.39 %;6.668.090;129.36
03.03.99;4.804.09;4.815.40;4.658.20;4.668.52;-2.70 %;5.697.302;157.20
04.03.99;4.677.96;4.722.69;4.601.07;4.722.69;+1.16 %;5.543.927;121.62
05.03.99;4.762.73;4.877.71;4.727.77;4.840.81;+2.50 %;4.346.695;149.94
08.03.99;4.876.61;4.885.02;4.764.50;4.791.43;-1.02 %;4.015.967;120.52
09.03.99;4.797.69;4.869.47;4.720.19;4.790.47;-0.02 %;5.369.271;149.28
10.03.99;4.798.56;4.823.89;4.696.01;4.730.05;-1.26 %;6.781.156;127.88
11.03.99;4.757.11;4.805.14;4.712.65;4.785.37;+1.17 %;6.784.488;92.49
12.03.99;5.006.81;5.099.77;4.968.31;5.031.06;+5.13 %;13.592.303;131.46
15.03.99;5.034.91;5.086.43;4.988.17;5.043.23;+0.24 %;8.355.975;98.26
16.03.99;5.064.85;5.124.00;5.027.06;5.090.93;+0.95 %;7.646.120;96.94
17.03.99;5.065.80;5.128.67;5.053.88;5.062.59;-0.56 %;6.941.498;74.79
18.03.99;5.031.32;5.054.83;4.980.83;5.025.79;-0.73 %;5.142.940;74.00
19.03.99;5.066.85;5.162.74;5.066.32;5.108.75;+1.65 %;6.536.930;96.42
22.03.99;5.080.23;5.080.23;5.020.42;5.034.68;-1.45 %;5.352.270;59.81
23.03.99;5.013.05;5.029.14;4.856.78;4.870.49;-3.26 %;6.441.075;172.36
24.03.99;4.837.59;4.837.59;4.749.90;4.797.33;-1.50 %;5.474.097;87.69
25.03.99;4.808.33;4.882.77;4.796.30;4.863.81;+1.39 %;4.237.246;86.47
26.03.99;4.889.76;4.909.48;4.732.04;4.799.59;-1.32 %;5.040.961;177.44
29.03.99;4.803.64;4.872.25;4.780.66;4.867.21;+1.41 %;2.904.660;91.59
30.03.99;4.896.20;4.896.20;4.810.53;4.841.20;-0.53 %;3.441.596;85.67
31.03.99;4.842.48;4.893.59;4.831.69;4.865.27;+0.50 %;3.636.600;61.90
01.04.99;4.843.69;4.916.90;4.768.77;4.901.81;+0.75 %;4.368.681;148.13
02.04.99;4.843.69;4.916.90;4.768.77;4.901.81;0.00 %;0;148.13
05.04.99;4.843.69;4.916.90;4.768.77;4.901.81;0.00 %;0;148.13
06.04.99;4.936.13;5.034.24;4.927.40;5.022.27;+2.46 %;5.033.693;106.84
07.04.99;4.996.67;5.063.35;4.981.06;5.027.25;+0.10 %;5.840.895;82.29
08.04.99;5.048.17;5.078.00;4.994.86;5.067.76;+0.81 %;4.551.157;83.14
09.04.99;5.097.02;5.178.89;5.091.55;5.133.92;+1.31 %;8.434.895;87.34
12.04.99;5.101.44;5.187.41;5.064.63;5.167.55;+0.66 %;4.876.173;122.78
13.04.99;5.214.95;5.229.47;5.166.73;5.225.22;+1.12 %;7.208.361;62.74
14.04.99;5.189.54;5.233.02;5.149.12;5.186.76;-0.74 %;5.103.596;83.90
15.04.99;5.158.28;5.221.91;5.142.80;5.189.72;+0.06 %;7.949.342;79.11
16.04.99;5.172.93;5.209.04;5.132.09;5.143.02;-0.90 %;7.727.930;76.95
19.04.99;5.147.72;5.255.24;5.147.72;5.252.40;+2.13 %;6.961.206;107.52
20.04.99;5.184.82;5.198.94;5.101.41;5.101.41;-2.87 %;7.314.777;97.53
21.04.99;5.102.40;5.176.33;5.099.62;5.175.57;+1.45 %;6.509.246;76.71
22.04.99;5.205.32;5.261.58;5.205.32;5.226.64;+0.99 %;7.149.355;56.26
23.04.99;5.256.54;5.266.73;5.177.83;5.187.89;-0.74 %;4.913.822;88.90
26.04.99;5.193.85;5.288.98;5.193.85;5.269.12;+1.57 %;5.120.248;95.13
27.04.99;5.307.07;5.371.08;5.258.85;5.364.81;+1.82 %;6.866.828;112.23
28.04.99;5.368.09;5.370.25;5.311.43;5.352.72;-0.23 %;5.348.926;58.82
29.04.99;5.336.86;5.352.70;5.285.20;5.323.06;-0.55 %;5.932.740;67.50
30.04.99;5.318.27;5.403.26;5.307.36;5.360.44;+0.70 %;5.721.541;95.90
03.05.99;5.370.39;5.394.95;5.344.88;5.383.22;+0.42 %;5.088.176;50.07
04.05.99;5.411.21;5.452.87;5.359.30;5.377.40;-0.11 %;6.583.395;93.57
05.05.99;5.337.83;5.370.70;5.270.70;5.295.22;-1.53 %;4.577.166;100.00
06.05.99;5.328.97;5.376.75;5.265.84;5.275.57;-0.37 %;4.623.197;110.91
07.05.99;5.276.20;5.305.03;5.235.52;5.276.50;+0.02 %;4.620.555;69.51
10.05.99;5.299.41;5.322.61;5.190.11;5.261.01;-0.29 %;4.010.667;132.50
11.05.99;5.250.78;5.300.39;5.232.72;5.297.49;+0.69 %;4.914.117;67.67
12.05.99;5.304.92;5.313.78;5.190.95;5.249.24;-0.91 %;5.199.483;122.83
13.05.99;5.304.92;5.313.78;5.190.95;5.249.24;0.00 %;0;122.83
14.05.99;5.278.93;5.308.46;5.173.20;5.183.49;-1.25 %;5.149.971;135.26
17.05.99;5.166.30;5.173.04;5.090.39;5.102.00;-1.57 %;4.266.228;82.65
18.05.99;5.124.67;5.169.51;5.113.27;5.160.47;+1.15 %;3.850.911;56.24
19.05.99;5.164.61;5.213.30;5.125.32;5.213.30;+1.02 %;4.380.466;87.98
20.05.99;5.224.55;5.250.84;5.199.68;5.243.21;+0.57 %;3.795.437;51.16
21.05.99;5.244.12;5.273.07;5.211.89;5.253.77;+0.20 %;3.367.417;61.18
24.05.99;5.244.12;5.273.07;5.211.89;5.253.77;0.00 %;0;61.18
25.05.99;5.216.38;5.217.65;5.125.70;5.165.72;-1.68 %;3.599.346;91.95
26.05.99;5.125.50;5.198.23;5.101.50;5.183.08;+0.34 %;3.182.550;96.73
27.05.99;5.199.99;5.218.61;5.055.94;5.064.31;-2.29 %;5.115.215;162.67
