Datum;Eroeffnung;Hoch;Tief;Schluss;Performance;Volumen;Abstand Hoch/Tief
14.10.1977;549,37;549,37;549,37;549,37;0,08%;0;0
17.10.1977;548,62;548,62;548,62;548,62;-0,14%;0;0
18.10.1977;554,17;554,17;554,17;554,17;1,01%;0;0
19.10.1977;552,64;552,64;552,64;552,64;-0,28%;0;0
20.10.1977;552,12;552,12;552,12;552,12;-0,09%;0;0
21.10.1977;552,53;552,53;552,53;552,53;0,07%;0;0
24.10.1977;551,53;551,53;551,53;551,53;-0,18%;0;0
25.10.1977;547,47;547,47;547,47;547,47;-0,74%;0;0
26.10.1977;546,91;546,91;546,91;546,91;-0,10%;0;0
27.10.1977;550,48;550,48;550,48;550,48;0,65%;0;0
28.10.1977;551,34;551,34;551,34;551,34;0,16%;0;0
31.10.1977;554,24;554,24;554,24;554,24;0,53%;0;0
01.11.1977;556,36;556,36;556,36;556,36;0,38%;0;0
02.11.1977;557,03;557,03;557,03;557,03;0,12%;0;0
03.11.1977;559,6;559,6;559,6;559,6;0,46%;0;0
04.11.1977;558,78;558,78;558,78;558,78;-0,15%;0;0
07.11.1977;557,37;557,37;557,37;557,37;-0,25%;0;0
08.11.1977;555,06;555,06;555,06;555,06;-0,41%;0;0
09.11.1977;556,21;556,21;556,21;556,21;0,21%;0;0
10.11.1977;559,26;559,26;559,26;559,26;0,55%;0;0
11.11.1977;563,35;563,35;563,35;563,35;0,73%;0;0
14.11.1977;562,31;562,31;562,31;562,31;-0,18%;0;0
15.11.1977;564,92;564,92;564,92;564,92;0,46%;0;0
17.11.1977;567,56;567,56;567,56;567,56;0,47%;0;0
21.11.1977;563,91;563,91;563,91;563,91;-0,64%;0;0
22.11.1977;561,53;561,53;561,53;561,53;-0,42%;0;0
23.11.1977;562,16;562,16;562,16;562,16;0,11%;0;0
24.11.1977;560,49;560,49;560,49;560,49;-0,30%;0;0
25.11.1977;558,78;558,78;558,78;558,78;-0,31%;0;0
28.11.1977;557,51;557,51;557,51;557,51;-0,23%;0;0
29.11.1977;557,7;557,7;557,7;557,7;0,03%;0;0
30.11.1977;557,51;557,51;557,51;557,51;-0,03%;0;0
01.12.1977;560,3;560,3;560,3;560,3;0,50%;0;0
02.12.1977;562,8;562,8;562,8;562,8;0,45%;0;0
05.12.1977;558,41;558,41;558,41;558,41;-0,78%;0;0
06.12.1977;551,45;551,45;551,45;551,45;-1,25%;0;0
07.12.1977;551,49;551,49;551,49;551,49;0,01%;0;0
08.12.1977;552,72;552,72;552,72;552,72;0,22%;0;0
09.12.1977;555,36;555,36;555,36;555,36;0,48%;0;0
12.12.1977;552,6;552,6;552,6;552,6;-0,50%;0;0
13.12.1977;548,51;548,51;548,51;548,51;-0,74%;0;0
14.12.1977;544,94;544,94;544,94;544,94;-0,65%;0;0
15.12.1977;547,1;547,1;547,1;547,1;0,40%;0;0
16.12.1977;547,29;547,29;547,29;547,29;0,03%;0;0
19.12.1977;543,42;543,42;543,42;543,42;-0,71%;0;0
20.12.1977;538,03;538,03;538,03;538,03;-0,99%;0;0
21.12.1977;543,46;543,46;543,46;543,46;1,01%;0;0
22.12.1977;548,85;548,85;548,85;548,85;0,99%;0;0
23.12.1977;552,05;552,05;552,05;552,05;0,58%;0;0
27.12.1977;554,13;554,13;554,13;554,13;0,38%;0;0
28.12.1977;550,71;550,71;550,71;550,71;-0,62%;0;0
29.12.1977;549,33;549,33;549,33;549,33;-0,25%;0;0
02.01.1978;551,45;551,45;551,45;551,45;0,39%;0;0
03.01.1978;551,08;551,08;551,08;551,08;-0,07%;0;0
04.01.1978;547,88;547,88;547,88;547,88;-0,58%;0;0
05.01.1978;555,28;555,28;555,28;555,28;1,35%;0;0
06.01.1978;555,65;555,65;555,65;555,65;0,07%;0;0
09.01.1978;555,06;555,06;555,06;555,06;-0,11%;0;0
10.01.1978;552,38;552,38;552,38;552,38;-0,48%;0;0
11.01.1978;553,79;553,79;553,79;553,79;0,26%;0;0
12.01.1978;552,86;552,86;552,86;552,86;-0,17%;0;0
13.01.1978;555,65;555,65;555,65;555,65;0,50%;0;0
16.01.1978;558,03;558,03;558,03;558,03;0,43%;0;0
17.01.1978;562,68;562,68;562,68;562,68;0,83%;0;0
18.01.1978;562,42;562,42;562,42;562,42;-0,05%;0;0
19.01.1978;559,67;559,67;559,67;559,67;-0,49%;0;0
20.01.1978;561,46;561,46;561,46;561,46;0,32%;0;0
23.01.1978;562,09;562,09;562,09;562,09;0,11%;0;0
24.01.1978;560,94;560,94;560,94;560,94;-0,20%;0;0
25.01.1978;561,23;561,23;561,23;561,23;0,05%;0;0
26.01.1978;556,73;556,73;556,73;556,73;-0,80%;0;0
27.01.1978;555,62;555,62;555,62;555,62;-0,20%;0;0
30.01.1978;551,38;551,38;551,38;551,38;-0,76%;0;0
31.01.1978;549,41;549,41;549,41;549,41;-0,36%;0;0
01.02.1978;552,57;552,57;552,57;552,57;0,58%;0;0
02.02.1978;555,88;555,88;555,88;555,88;0,60%;0;0
03.02.1978;558,03;558,03;558,03;558,03;0,39%;0;0
06.02.1978;558,67;558,67;558,67;558,67;0,11%;0;0
07.02.1978;558,85;558,85;558,85;558,85;0,03%;0;0
08.02.1978;559,6;559,6;559,6;559,6;0,13%;0;0
09.02.1978;559,34;559,34;559,34;559,34;-0,05%;0;0
10.02.1978;563,06;563,06;563,06;563,06;0,67%;0;0
13.02.1978;561,83;561,83;561,83;561,83;-0,22%;0;0
14.02.1978;557,92;557,92;557,92;557,92;-0,70%;0;0
15.02.1978;560,53;560,53;560,53;560,53;0,47%;0;0
16.02.1978;562,01;562,01;562,01;562,01;0,26%;0;0
17.02.1978;561,08;561,08;561,08;561,08;-0,17%;0;0
20.02.1978;560,56;560,56;560,56;560,56;-0,09%;0;0
21.02.1978;560,68;560,68;560,68;560,68;0,02%;0;0
22.02.1978;562,83;562,83;562,83;562,83;0,38%;0;0
23.02.1978;562,16;562,16;562,16;562,16;-0,12%;0;0
24.02.1978;559,56;559,56;559,56;559,56;-0,46%;0;0
27.02.1978;558,59;558,59;558,59;558,59;-0,17%;0;0
28.02.1978;552,94;552,94;552,94;552,94;-1,01%;0;0
01.03.1978;550,97;550,97;550,97;550,97;-0,36%;0;0
02.03.1978;552,6;552,6;552,6;552,6;0,30%;0;0
03.03.1978;554,17;554,17;554,17;554,17;0,28%;0;0
06.03.1978;553,61;553,61;553,61;553,61;-0,10%;0;0
07.03.1978;553,27;553,27;553,27;553,27;-0,06%;0;0
08.03.1978;555,36;555,36;555,36;555,36;0,38%;0;0
09.03.1978;556,03;556,03;556,03;556,03;0,12%;0;0
10.03.1978;556,18;556,18;556,18;556,18;0,03%;0;0
13.03.1978;556,47;556,47;556,47;556,47;0,05%;0;0
14.03.1978;551,23;551,23;551,23;551,23;-0,94%;0;0
15.03.1978;545,31;545,31;545,31;545,31;-1,07%;0;0
16.03.1978;545,39;545,39;545,39;545,39;0,01%;0;0
17.03.1978;548,18;548,18;548,18;548,18;0,51%;0;0
20.03.1978;550,04;550,04;550,04;550,04;0,34%;0;0
21.03.1978;551,53;551,53;551,53;551,53;0,27%;0;0
22.03.1978;549,55;549,55;549,55;549,55;-0,36%;0;0
23.03.1978;551,86;551,86;551,86;551,86;0,42%;0;0
28.03.1978;548,66;548,66;548,66;548,66;-0,58%;0;0
29.03.1978;548,29;548,29;548,29;548,29;-0,07%;0;0
30.03.1978;546,99;546,99;546,99;546,99;-0,24%;0;0
31.03.1978;549,74;549,74;549,74;549,74;0,50%;0;0
03.04.1978;551,3;551,3;551,3;551,3;0,28%;0;0
04.04.1978;555,73;555,73;555,73;555,73;0,80%;0;0
05.04.1978;556,7;556,7;556,7;556,7;0,17%;0;0
06.04.1978;556,32;556,32;556,32;556,32;-0,07%;0;0
07.04.1978;554,98;554,98;554,98;554,98;-0,24%;0;0
10.04.1978;555,62;555,62;555,62;555,62;0,12%;0;0
11.04.1978;554,46;554,46;554,46;554,46;-0,21%;0;0
12.04.1978;553,13;553,13;553,13;553,13;-0,24%;0;0
13.04.1978;549,96;549,96;549,96;549,96;-0,57%;0;0
14.04.1978;549,18;549,18;549,18;549,18;-0,14%;0;0
17.04.1978;544,61;544,61;544,61;544,61;-0,83%;0;0
18.04.1978;541,04;541,04;541,04;541,04;-0,66%;0;0
19.04.1978;540,7;540,7;540,7;540,7;-0,06%;0;0
20.04.1978;538,77;538,77;538,77;538,77;-0,36%;0;0
21.04.1978;536,72;536,72;536,72;536,72;-0,38%;0;0
24.04.1978;531,52;531,52;531,52;531,52;-0,97%;0;0
25.04.1978;529,99;529,99;529,99;529,99;-0,29%;0;0
26.04.1978;531,93;531,93;531,93;531,93;0,37%;0;0
27.04.1978;531;531;531;531;-0,17%;0;0
28.04.1978;532,11;532,11;532,11;532,11;0,21%;0;0
02.05.1978;532,71;532,71;532,71;532,71;0,11%;0;0
03.05.1978;534,64;534,64;534,64;534,64;0,36%;0;0
05.05.1978;534,94;534,94;534,94;534,94;0,06%;0;0
08.05.1978;534,53;534,53;534,53;534,53;-0,08%;0;0
09.05.1978;535,94;535,94;535,94;535,94;0,26%;0;0
10.05.1978;534,05;534,05;534,05;534,05;-0,35%;0;0
11.05.1978;532,63;532,63;532,63;532,63;-0,27%;0;0
12.05.1978;529,62;529,62;529,62;529,62;-0,57%;0;0
16.05.1978;525,01;525,01;525,01;525,01;-0,87%;0;0
17.05.1978;528,39;528,39;528,39;528,39;0,64%;0;0
18.05.1978;530,47;530,47;530,47;530,47;0,39%;0;0
19.05.1978;534,38;534,38;534,38;534,38;0,74%;0;0
22.05.1978;533,6;533,6;533,6;533,6;-0,15%;0;0
23.05.1978;536,61;536,61;536,61;536,61;0,56%;0;0
24.05.1978;532,63;532,63;532,63;532,63;-0,74%;0;0
26.05.1978;532,26;532,26;532,26;532,26;-0,07%;0;0
29.05.1978;536,02;536,02;536,02;536,02;0,71%;0;0
30.05.1978;541,07;541,07;541,07;541,07;0,94%;0;0
31.05.1978;545,54;545,54;545,54;545,54;0,83%;0;0
01.06.1978;544,68;544,68;544,68;544,68;-0,16%;0;0
02.06.1978;547,32;547,32;547,32;547,32;0,48%;0;0
05.06.1978;545,58;545,58;545,58;545,58;-0,32%;0;0
06.06.1978;546,58;546,58;546,58;546,58;0,18%;0;0
07.06.1978;549,41;549,41;549,41;549,41;0,52%;0;0
08.06.1978;551,56;551,56;551,56;551,56;0,39%;0;0
09.06.1978;551,12;551,12;551,12;551,12;-0,08%;0;0
12.06.1978;551,01;551,01;551,01;551,01;-0,02%;0;0
13.06.1978;551,08;551,08;551,08;551,08;0,01%;0;0
14.06.1978;556,66;556,66;556,66;556,66;1,01%;0;0
15.06.1978;555,99;555,99;555,99;555,99;-0,12%;0;0
16.06.1978;558,33;558,33;558,33;558,33;0,42%;0;0
19.06.1978;558,15;558,15;558,15;558,15;-0,03%;0;0
20.06.1978;560,15;560,15;560,15;560,15;0,36%;0;0
21.06.1978;555,77;555,77;555,77;555,77;-0,78%;0;0
22.06.1978;551,12;551,12;551,12;551,12;-0,84%;0;0
23.06.1978;552,31;552,31;552,31;552,31;0,22%;0;0
26.06.1978;548,4;548,4;548,4;548,4;-0,71%;0;0
27.06.1978;551,71;551,71;551,71;551,71;0,60%;0;0
28.06.1978;553,09;553,09;553,09;553,09;0,25%;0;0
29.06.1978;555,8;555,8;555,8;555,8;0,49%;0;0
30.06.1978;553,01;553,01;553,01;553,01;-0,50%;0;0
03.07.1978;558,07;558,07;558,07;558,07;0,91%;0;0
04.07.1978;556,25;556,25;556,25;556,25;-0,33%;0;0
05.07.1978;552,64;552,64;552,64;552,64;-0,65%;0;0
06.07.1978;556,81;556,81;556,81;556,81;0,75%;0;0
07.07.1978;561,42;561,42;561,42;561,42;0,83%;0;0
10.07.1978;561,16;561,16;561,16;561,16;-0,05%;0;0
11.07.1978;556,84;556,84;556,84;556,84;-0,77%;0;0
12.07.1978;554,2;554,2;554,2;554,2;-0,47%;0;0
13.07.1978;556,58;556,58;556,58;556,58;0,43%;0;0
14.07.1978;558,63;558,63;558,63;558,63;0,37%;0;0
17.07.1978;561,61;561,61;561,61;561,61;0,53%;0;0
18.07.1978;569,23;569,23;569,23;569,23;1,36%;0;0
19.07.1978;571,87;571,87;571,87;571,87;0,46%;0;0
20.07.1978;574,85;574,85;574,85;574,85;0,52%;0;0
21.07.1978;575,29;575,29;575,29;575,29;0,08%;0;0
24.07.1978;570,64;570,64;570,64;570,64;-0,81%;0;0
25.07.1978;575,85;575,85;575,85;575,85;0,91%;0;0
26.07.1978;580,83;580,83;580,83;580,83;0,86%;0;0
27.07.1978;582,02;582,02;582,02;582,02;0,20%;0;0
28.07.1978;582,36;582,36;582,36;582,36;0,06%;0;0
31.07.1978;582,14;582,14;582,14;582,14;-0,04%;0;0
01.08.1978;578,38;578,38;578,38;578,38;-0,65%;0;0
02.08.1978;576,89;576,89;576,89;576,89;-0,26%;0;0
03.08.1978;573,02;573,02;573,02;573,02;-0,67%;0;0
04.08.1978;569,82;569,82;569,82;569,82;-0,56%;0;0
07.08.1978;568,3;568,3;568,3;568,3;-0,27%;0;0
08.08.1978;572,21;572,21;572,21;572,21;0,69%;0;0
09.08.1978;573,96;573,96;573,96;573,96;0,31%;0;0
10.08.1978;575,78;575,78;575,78;575,78;0,32%;0;0
11.08.1978;578,08;578,08;578,08;578,08;0,40%;0;0
14.08.1978;576,82;576,82;576,82;576,82;-0,22%;0;0
15.08.1978;572,87;572,87;572,87;572,87;-0,68%;0;0
16.08.1978;573,73;573,73;573,73;573,73;0,15%;0;0
17.08.1978;575,07;575,07;575,07;575,07;0,23%;0;0
18.08.1978;577,56;577,56;577,56;577,56;0,43%;0;0
21.08.1978;581,43;581,43;581,43;581,43;0,67%;0;0
22.08.1978;581,39;581,39;581,39;581,39;-0,01%;0;0
23.08.1978;585,59;585,59;585,59;585,59;0,72%;0;0
24.08.1978;585;585;585;585;-0,10%;0;0
28.08.1978;582,25;582,25;582,25;582,25;-0,47%;0;0
29.08.1978;578,16;578,16;578,16;578,16;-0,70%;0;0
30.08.1978;578,12;578,12;578,12;578,12;-0,01%;0;0
31.08.1978;583,1;583,1;583,1;583,1;0,86%;0;0
01.09.1978;586,93;586,93;586,93;586,93;0,66%;0;0
04.09.1978;588,27;588,27;588,27;588,27;0,23%;0;0
05.09.1978;584,81;584,81;584,81;584,81;-0,59%;0;0
06.09.1978;585,15;585,15;585,15;585,15;0,06%;0;0
07.09.1978;586,71;586,71;586,71;586,71;0,27%;0;0
08.09.1978;589,35;589,35;589,35;589,35;0,45%;0;0
11.09.1978;594;594;594;594;0,79%;0;0
12.09.1978;591,88;591,88;591,88;591,88;-0,36%;0;0
13.09.1978;592,48;592,48;592,48;592,48;0,10%;0;0
14.09.1978;589,83;589,83;589,83;589,83;-0,45%;0;0
15.09.1978;589,98;589,98;589,98;589,98;0,03%;0;0
18.09.1978;590,24;590,24;590,24;590,24;0,04%;0;0
19.09.1978;588,87;588,87;588,87;588,87;-0,23%;0;0
20.09.1978;585,82;585,82;585,82;585,82;-0,52%;0;0
21.09.1978;585,07;585,07;585,07;585,07;-0,13%;0;0
22.09.1978;590,13;590,13;590,13;590,13;0,86%;0;0
25.09.1978;594,33;594,33;594,33;594,33;0,71%;0;0
26.09.1978;597,5;597,5;597,5;597,5;0,53%;0;0
27.09.1978;595,79;595,79;595,79;595,79;-0,29%;0;0
28.09.1978;596,12;596,12;596,12;596,12;0,06%;0;0
29.09.1978;598,28;598,28;598,28;598,28;0,36%;0;0
02.10.1978;602,18;602,18;602,18;602,18;0,65%;0;0
03.10.1978;604,64;604,64;604,64;604,64;0,41%;0;0
04.10.1978;605,08;605,08;605,08;605,08;0,07%;0;0
05.10.1978;601,03;601,03;601,03;601,03;-0,67%;0;0
06.10.1978;600,14;600,14;600,14;600,14;-0,15%;0;0
09.10.1978;601,25;601,25;601,25;601,25;0,18%;0;0
10.10.1978;604,34;604,34;604,34;604,34;0,51%;0;0
11.10.1978;603,22;603,22;603,22;603,22;-0,19%;0;0
12.10.1978;602,89;602,89;602,89;602,89;-0,05%;0;0
13.10.1978;608,8;608,8;608,8;608,8;0,98%;0;0
16.10.1978;609,99;609,99;609,99;609,99;0,20%;0;0
17.10.1978;603,63;603,63;603,63;603,63;-1,04%;0;0
18.10.1978;606,46;606,46;606,46;606,46;0,47%;0;0
19.10.1978;611,67;611,67;611,67;611,67;0,86%;0;0
20.10.1978;608,32;608,32;608,32;608,32;-0,55%;0;0
23.10.1978;601,77;601,77;601,77;601,77;-1,08%;0;0
24.10.1978;596,83;596,83;596,83;596,83;-0,82%;0;0
25.10.1978;593,52;593,52;593,52;593,52;-0,55%;0;0
26.10.1978;597,05;597,05;597,05;597,05;0,59%;0;0
27.10.1978;598,09;598,09;598,09;598,09;0,17%;0;0
30.10.1978;585,15;585,15;585,15;585,15;-2,16%;0;0
31.10.1978;585,59;585,59;585,59;585,59;0,08%;0;0
01.11.1978;586,04;586,04;586,04;586,04;0,08%;0;0
02.11.1978;593,03;593,03;593,03;593,03;1,19%;0;0
03.11.1978;593,59;593,59;593,59;593,59;0,09%;0;0
06.11.1978;586,52;586,52;586,52;586,52;-1,19%;0;0
07.11.1978;587,64;587,64;587,64;587,64;0,19%;0;0
08.11.1978;583,36;583,36;583,36;583,36;-0,73%;0;0
09.11.1978;580,24;580,24;580,24;580,24;-0,53%;0;0
10.11.1978;587,6;587,6;587,6;587,6;1,27%;0;0
13.11.1978;582,77;582,77;582,77;582,77;-0,82%;0;0
14.11.1978;584,52;584,52;584,52;584,52;0,30%;0;0
15.11.1978;586,45;586,45;586,45;586,45;0,33%;0;0
16.11.1978;590,24;590,24;590,24;590,24;0,65%;0;0
17.11.1978;589,91;589,91;589,91;589,91;-0,06%;0;0
20.11.1978;587,53;587,53;587,53;587,53;-0,40%;0;0
21.11.1978;588,01;588,01;588,01;588,01;0,08%;0;0
23.11.1978;586,34;586,34;586,34;586,34;-0,28%;0;0
24.11.1978;584,14;584,14;584,14;584,14;-0,38%;0;0
27.11.1978;580,61;580,61;580,61;580,61;-0,60%;0;0
28.11.1978;579,94;579,94;579,94;579,94;-0,12%;0;0
29.11.1978;578,79;578,79;578,79;578,79;-0,20%;0;0
30.11.1978;581,84;581,84;581,84;581,84;0,53%;0;0
01.12.1978;585,85;585,85;585,85;585,85;0,69%;0;0
04.12.1978;584,66;584,66;584,66;584,66;-0,20%;0;0
05.12.1978;587,19;587,19;587,19;587,19;0,43%;0;0
06.12.1978;592,81;592,81;592,81;592,81;0,96%;0;0
07.12.1978;592,4;592,4;592,4;592,4;-0,07%;0;0
08.12.1978;588,72;588,72;588,72;588,72;-0,62%;0;0
11.12.1978;588,24;588,24;588,24;588,24;-0,08%;0;0
12.12.1978;587,68;587,68;587,68;587,68;-0,10%;0;0
13.12.1978;585,78;585,78;585,78;585,78;-0,32%;0;0
14.12.1978;586,08;586,08;586,08;586,08;0,05%;0;0
15.12.1978;579,94;579,94;579,94;579,94;-1,05%;0;0
18.12.1978;572,69;572,69;572,69;572,69;-1,25%;0;0
19.12.1978;572,87;572,87;572,87;572,87;0,03%;0;0
20.12.1978;576,97;576,97;576,97;576,97;0,72%;0;0
21.12.1978;578,16;578,16;578,16;578,16;0,21%;0;0
22.12.1978;578,9;578,9;578,9;578,9;0,13%;0;0
27.12.1978;574,88;574,88;574,88;574,88;-0,69%;0;0
28.12.1978;575,14;575,14;575,14;575,14;0,05%;0;0
02.01.1979;581,13;581,13;581,13;581,13;1,04%;0;0
03.01.1979;587,9;587,9;587,9;587,9;1,16%;0;0
04.01.1979;580,98;580,98;580,98;580,98;-1,18%;0;0
05.01.1979;583,59;583,59;583,59;583,59;0,45%;0;0
08.01.1979;587,68;587,68;587,68;587,68;0,70%;0;0
09.01.1979;588,53;588,53;588,53;588,53;0,14%;0;0
10.01.1979;587,31;587,31;587,31;587,31;-0,21%;0;0
11.01.1979;589,8;589,8;589,8;589,8;0,42%;0;0
12.01.1979;592,25;592,25;592,25;592,25;0,42%;0;0
15.01.1979;591,36;591,36;591,36;591,36;-0,15%;0;0
16.01.1979;593,29;593,29;593,29;593,29;0,33%;0;0
17.01.1979;585,74;585,74;585,74;585,74;-1,27%;0;0
18.01.1979;587,9;587,9;587,9;587,9;0,37%;0;0
19.01.1979;580,98;580,98;580,98;580,98;-1,18%;0;0
22.01.1979;578,6;578,6;578,6;578,6;-0,41%;0;0
23.01.1979;583,88;583,88;583,88;583,88;0,91%;0;0
24.01.1979;584,59;584,59;584,59;584,59;0,12%;0;0
25.01.1979;581,17;581,17;581,17;581,17;-0,59%;0;0
26.01.1979;583,36;583,36;583,36;583,36;0,38%;0;0
29.01.1979;585,19;585,19;585,19;585,19;0,31%;0;0
30.01.1979;581,35;581,35;581,35;581,35;-0,66%;0;0
31.01.1979;580,16;580,16;580,16;580,16;-0,20%;0;0
01.02.1979;574,73;574,73;574,73;574,73;-0,94%;0;0
02.02.1979;575,59;575,59;575,59;575,59;0,15%;0;0
05.02.1979;574,59;574,59;574,59;574,59;-0,17%;0;0
06.02.1979;569,42;569,42;569,42;569,42;-0,90%;0;0
07.02.1979;563,95;563,95;563,95;563,95;-0,96%;0;0
08.02.1979;566,92;566,92;566,92;566,92;0,53%;0;0
09.02.1979;566,81;566,81;566,81;566,81;-0,02%;0;0
12.02.1979;557,4;557,4;557,4;557,4;-1,66%;0;0
13.02.1979;565,51;565,51;565,51;565,51;1,45%;0;0
14.02.1979;564,39;564,39;564,39;564,39;-0,20%;0;0
15.02.1979;559,97;559,97;559,97;559,97;-0,78%;0;0
16.02.1979;561,38;561,38;561,38;561,38;0,25%;0;0
19.02.1979;560,34;560,34;560,34;560,34;-0,19%;0;0
20.02.1979;563,95;563,95;563,95;563,95;0,64%;0;0
21.02.1979;562,94;562,94;562,94;562,94;-0,18%;0;0
22.02.1979;562,68;562,68;562,68;562,68;-0,05%;0;0
23.02.1979;561,23;561,23;561,23;561,23;-0,26%;0;0
26.02.1979;563,24;563,24;563,24;563,24;0,36%;0;0
27.02.1979;567,63;567,63;567,63;567,63;0,78%;0;0
28.02.1979;563,91;563,91;563,91;563,91;-0,66%;0;0
01.03.1979;559,41;559,41;559,41;559,41;-0,80%;0;0
02.03.1979;562,09;562,09;562,09;562,09;0,48%;0;0
05.03.1979;567,74;567,74;567,74;567,74;1,01%;0;0
06.03.1979;565,06;565,06;565,06;565,06;-0,47%;0;0
07.03.1979;566,44;566,44;566,44;566,44;0,24%;0;0
08.03.1979;567,93;567,93;567,93;567,93;0,26%;0;0
09.03.1979;567,52;567,52;567,52;567,52;-0,07%;0;0
12.03.1979;563,32;563,32;563,32;563,32;-0,74%;0;0
13.03.1979;561,83;561,83;561,83;561,83;-0,26%;0;0
14.03.1979;562,5;562,5;562,5;562,5;0,12%;0;0
15.03.1979;559,34;559,34;559,34;559,34;-0,56%;0;0
16.03.1979;554,17;554,17;554,17;554,17;-0,92%;0;0
19.03.1979;555,69;555,69;555,69;555,69;0,27%;0;0
20.03.1979;555,99;555,99;555,99;555,99;0,05%;0;0
21.03.1979;551,97;551,97;551,97;551,97;-0,72%;0;0
22.03.1979;548,48;548,48;548,48;548,48;-0,63%;0;0
23.03.1979;547,25;547,25;547,25;547,25;-0,22%;0;0
26.03.1979;546,5;546,5;546,5;546,5;-0,14%;0;0
27.03.1979;550,78;550,78;550,78;550,78;0,78%;0;0
28.03.1979;555,06;555,06;555,06;555,06;0,78%;0;0
29.03.1979;556,88;556,88;556,88;556,88;0,33%;0;0
30.03.1979;554,98;554,98;554,98;554,98;-0,34%;0;0
02.04.1979;549,96;549,96;549,96;549,96;-0,90%;0;0
03.04.1979;555,25;555,25;555,25;555,25;0,96%;0;0
04.04.1979;556,77;556,77;556,77;556,77;0,27%;0;0
05.04.1979;555,95;555,95;555,95;555,95;-0,15%;0;0
06.04.1979;557,55;557,55;557,55;557,55;0,29%;0;0
09.04.1979;555,54;555,54;555,54;555,54;-0,36%;0;0
10.04.1979;551,86;551,86;551,86;551,86;-0,66%;0;0
11.04.1979;550,41;550,41;550,41;550,41;-0,26%;0;0
12.04.1979;552,49;552,49;552,49;552,49;0,38%;0;0
17.04.1979;552,9;552,9;552,9;552,9;0,07%;0;0
18.04.1979;555,13;555,13;555,13;555,13;0,40%;0;0
19.04.1979;559,04;559,04;559,04;559,04;0,70%;0;0
20.04.1979;559,41;559,41;559,41;559,41;0,07%;0;0
23.04.1979;557,33;557,33;557,33;557,33;-0,37%;0;0
24.04.1979;560,56;560,56;560,56;560,56;0,58%;0;0
25.04.1979;559,34;559,34;559,34;559,34;-0,22%;0;0
26.04.1979;556,32;556,32;556,32;556,32;-0,54%;0;0
27.04.1979;555,39;555,39;555,39;555,39;-0,17%;0;0
30.04.1979;554,72;554,72;554,72;554,72;-0,12%;0;0
02.05.1979;553,35;553,35;553,35;553,35;-0,25%;0;0
03.05.1979;551,45;551,45;551,45;551,45;-0,34%;0;0
04.05.1979;548,7;548,7;548,7;548,7;-0,50%;0;0
07.05.1979;542,45;542,45;542,45;542,45;-1,14%;0;0
08.05.1979;542,9;542,9;542,9;542,9;0,08%;0;0
09.05.1979;538,69;538,69;538,69;538,69;-0,78%;0;0
10.05.1979;536,72;536,72;536,72;536,72;-0,37%;0;0
11.05.1979;532,26;532,26;532,26;532,26;-0,83%;0;0
14.05.1979;531,4;531,4;531,4;531,4;-0,16%;0;0
15.05.1979;533,93;533,93;533,93;533,93;0,48%;0;0
16.05.1979;535,12;535,12;535,12;535,12;0,22%;0;0
17.05.1979;530,55;530,55;530,55;530,55;-0,85%;0;0
18.05.1979;531,89;531,89;531,89;531,89;0,25%;0;0
21.05.1979;529,95;529,95;529,95;529,95;-0,36%;0;0
22.05.1979;525,79;525,79;525,79;525,79;-0,78%;0;0
23.05.1979;525,86;525,86;525,86;525,86;0,01%;0;0
25.05.1979;529,51;529,51;529,51;529,51;0,69%;0;0
28.05.1979;532,48;532,48;532,48;532,48;0,56%;0;0
29.05.1979;530,03;530,03;530,03;530,03;-0,46%;0;0
30.05.1979;528,32;528,32;528,32;528,32;-0,32%;0;0
31.05.1979;526,05;526,05;526,05;526,05;-0,43%;0;0
01.06.1979;518,46;518,46;518,46;518,46;-1,44%;0;0
05.06.1979;511,8;511,8;511,8;511,8;-1,28%;0;0
06.06.1979;509,09;509,09;509,09;509,09;-0,53%;0;0
07.06.1979;507,97;507,97;507,97;507,97;-0,22%;0;0
08.06.1979;514,52;514,52;514,52;514,52;1,29%;0;0
11.06.1979;513,66;513,66;513,66;513,66;-0,17%;0;0
12.06.1979;518,68;518,68;518,68;518,68;0,98%;0;0
13.06.1979;520,06;520,06;520,06;520,06;0,27%;0;0
15.06.1979;522,44;522,44;522,44;522,44;0,46%;0;0
18.06.1979;519,84;519,84;519,84;519,84;-0,50%;0;0
19.06.1979;515,71;515,71;515,71;515,71;-0,79%;0;0
20.06.1979;509,46;509,46;509,46;509,46;-1,21%;0;0
21.06.1979;509,98;509,98;509,98;509,98;0,10%;0;0
22.06.1979;518,46;518,46;518,46;518,46;1,66%;0;0
25.06.1979;524,52;524,52;524,52;524,52;1,17%;0;0
26.06.1979;525,31;525,31;525,31;525,31;0,15%;0;0
27.06.1979;516,27;516,27;516,27;516,27;-1,72%;0;0
28.06.1979;516,3;516,3;516,3;516,3;0,01%;0;0
29.06.1979;512,55;512,55;512,55;512,55;-0,73%;0;0
02.07.1979;508,57;508,57;508,57;508,57;-0,78%;0;0
03.07.1979;515,93;515,93;515,93;515,93;1,45%;0;0
04.07.1979;515,6;515,6;515,6;515,6;-0,06%;0;0
05.07.1979;516,45;516,45;516,45;516,45;0,16%;0;0
06.07.1979;520,43;520,43;520,43;520,43;0,77%;0;0
09.07.1979;513,37;513,37;513,37;513,37;-1,36%;0;0
