Datum;Eroeffnung;Hoch;Tief;Schluss;Performance;Volumen;Abstand Hoch/Tief
06.05.1970;537,5;537,5;537,5;537,5;0,89%;0;0
08.05.1970;534,79;534,79;534,79;534,79;-0,50%;0;0
11.05.1970;527,31;527,31;527,31;527,31;-1,40%;0;0
12.05.1970;520,99;520,99;520,99;520,99;-1,20%;0;0
13.05.1970;510,99;510,99;510,99;510,99;-1,92%;0;0
14.05.1970;502,32;502,32;502,32;502,32;-1,70%;0;0
15.05.1970;494,03;494,03;494,03;494,03;-1,65%;0;0
19.05.1970;491,24;491,24;491,24;491,24;-0,56%;0;0
20.05.1970;479,82;479,82;479,82;479,82;-2,32%;0;0
21.05.1970;467,81;467,81;467,81;467,81;-2,50%;0;0
22.05.1970;467,17;467,17;467,17;467,17;-0,14%;0;0
25.05.1970;459,66;459,66;459,66;459,66;-1,61%;0;0
26.05.1970;445,86;445,86;445,86;445,86;-3,00%;0;0
27.05.1970;444,6;444,6;444,6;444,6;-0,28%;0;0
29.05.1970;485,84;485,84;485,84;485,84;9,28%;0;0
01.06.1970;473,79;473,79;473,79;473,79;-2,48%;0;0
02.06.1970;487,41;487,41;487,41;487,41;2,87%;0;0
03.06.1970;493,99;493,99;493,99;493,99;1,35%;0;0
04.06.1970;498,23;498,23;498,23;498,23;0,86%;0;0
05.06.1970;483,91;483,91;483,91;483,91;-2,87%;0;0
08.06.1970;480,97;480,97;480,97;480,97;-0,61%;0;0
09.06.1970;485,77;485,77;485,77;485,77;1,00%;0;0
10.06.1970;484,43;484,43;484,43;484,43;-0,28%;0;0
11.06.1970;490,38;490,38;490,38;490,38;1,23%;0;0
12.06.1970;492,05;492,05;492,05;492,05;0,34%;0;0
15.06.1970;489,79;489,79;489,79;489,79;-0,46%;0;0
16.06.1970;489,08;489,08;489,08;489,08;-0,14%;0;0
18.06.1970;483,72;483,72;483,72;483,72;-1,10%;0;0
19.06.1970;483,95;483,95;483,95;483,95;0,05%;0;0
22.06.1970;482,2;482,2;482,2;482,2;-0,36%;0;0
23.06.1970;476,55;476,55;476,55;476,55;-1,17%;0;0
24.06.1970;467,73;467,73;467,73;467,73;-1,85%;0;0
25.06.1970;469,81;469,81;469,81;469,81;0,44%;0;0
26.06.1970;470,97;470,97;470,97;470,97;0,25%;0;0
29.06.1970;464,79;464,79;464,79;464,79;-1,31%;0;0
30.06.1970;464,83;464,83;464,83;464,83;0,01%;0;0
01.07.1970;466,24;466,24;466,24;466,24;0,30%;0;0
02.07.1970;463,42;463,42;463,42;463,42;-0,60%;0;0
03.07.1970;461,56;461,56;461,56;461,56;-0,40%;0;0
06.07.1970;457,54;457,54;457,54;457,54;-0,87%;0;0
07.07.1970;455,87;455,87;455,87;455,87;-0,36%;0;0
08.07.1970;469,85;469,85;469,85;469,85;3,07%;0;0
09.07.1970;468,74;468,74;468,74;468,74;-0,24%;0;0
10.07.1970;474,09;474,09;474,09;474,09;1,14%;0;0
13.07.1970;485,84;485,84;485,84;485,84;2,48%;0;0
14.07.1970;481,45;481,45;481,45;481,45;-0,90%;0;0
15.07.1970;479,6;479,6;479,6;479,6;-0,38%;0;0
16.07.1970;490,68;490,68;490,68;490,68;2,31%;0;0
17.07.1970;484,77;484,77;484,77;484,77;-1,20%;0;0
20.07.1970;477,33;477,33;477,33;477,33;-1,53%;0;0
21.07.1970;473,64;473,64;473,64;473,64;-0,77%;0;0
22.07.1970;478,03;478,03;478,03;478,03;0,93%;0;0
23.07.1970;478,14;478,14;478,14;478,14;0,02%;0;0
24.07.1970;484,69;484,69;484,69;484,69;1,37%;0;0
27.07.1970;481,68;481,68;481,68;481,68;-0,62%;0;0
28.07.1970;482,42;482,42;482,42;482,42;0,15%;0;0
29.07.1970;489,67;489,67;489,67;489,67;1,50%;0;0
30.07.1970;490,6;490,6;490,6;490,6;0,19%;0;0
31.07.1970;492,54;492,54;492,54;492,54;0,40%;0;0
03.08.1970;497,15;497,15;497,15;497,15;0,94%;0;0
04.08.1970;494,73;494,73;494,73;494,73;-0,49%;0;0
05.08.1970;499,08;499,08;499,08;499,08;0,88%;0;0
06.08.1970;502,84;502,84;502,84;502,84;0,75%;0;0
07.08.1970;504,18;504,18;504,18;504,18;0,27%;0;0
10.08.1970;509,46;509,46;509,46;509,46;1,05%;0;0
11.08.1970;508,2;508,2;508,2;508,2;-0,25%;0;0
12.08.1970;513,66;513,66;513,66;513,66;1,07%;0;0
13.08.1970;509,91;509,91;509,91;509,91;-0,73%;0;0
14.08.1970;500,31;500,31;500,31;500,31;-1,88%;0;0
17.08.1970;495,63;495,63;495,63;495,63;-0,94%;0;0
18.08.1970;497,75;497,75;497,75;497,75;0,43%;0;0
19.08.1970;497,67;497,67;497,67;497,67;-0,02%;0;0
20.08.1970;499,42;499,42;499,42;499,42;0,35%;0;0
21.08.1970;502,47;502,47;502,47;502,47;0,61%;0;0
24.08.1970;507,34;507,34;507,34;507,34;0,97%;0;0
25.08.1970;504,22;504,22;504,22;504,22;-0,61%;0;0
26.08.1970;501,99;501,99;501,99;501,99;-0,44%;0;0
27.08.1970;499,57;499,57;499,57;499,57;-0,48%;0;0
28.08.1970;498,45;498,45;498,45;498,45;-0,22%;0;0
31.08.1970;496,59;496,59;496,59;496,59;-0,37%;0;0
01.09.1970;494,06;494,06;494,06;494,06;-0,51%;0;0
02.09.1970;497,78;497,78;497,78;497,78;0,75%;0;0
03.09.1970;496,67;496,67;496,67;496,67;-0,22%;0;0
04.09.1970;495,77;495,77;495,77;495,77;-0,18%;0;0
07.09.1970;494,03;494,03;494,03;494,03;-0,35%;0;0
08.09.1970;492,32;492,32;492,32;492,32;-0,35%;0;0
09.09.1970;489,79;489,79;489,79;489,79;-0,51%;0;0
10.09.1970;487;487;487;487;-0,57%;0;0
11.09.1970;484,02;484,02;484,02;484,02;-0,61%;0;0
14.09.1970;479,22;479,22;479,22;479,22;-0,99%;0;0
15.09.1970;480,34;480,34;480,34;480,34;0,23%;0;0
16.09.1970;474,09;474,09;474,09;474,09;-1,30%;0;0
17.09.1970;473,72;473,72;473,72;473,72;-0,08%;0;0
18.09.1970;477,62;477,62;477,62;477,62;0,82%;0;0
21.09.1970;474,57;474,57;474,57;474,57;-0,64%;0;0
22.09.1970;476,73;476,73;476,73;476,73;0,46%;0;0
23.09.1970;478,85;478,85;478,85;478,85;0,44%;0;0
24.09.1970;486,25;486,25;486,25;486,25;1,55%;0;0
25.09.1970;489,67;489,67;489,67;489,67;0,70%;0;0
28.09.1970;490,12;490,12;490,12;490,12;0,09%;0;0
29.09.1970;486,92;486,92;486,92;486,92;-0,65%;0;0
30.09.1970;486,66;486,66;486,66;486,66;-0,05%;0;0
01.10.1970;479,74;479,74;479,74;479,74;-1,42%;0;0
02.10.1970;478,48;478,48;478,48;478,48;-0,26%;0;0
05.10.1970;481,98;481,98;481,98;481,98;0,73%;0;0
06.10.1970;482,24;482,24;482,24;482,24;0,05%;0;0
07.10.1970;479,41;479,41;479,41;479,41;-0,59%;0;0
08.10.1970;475,69;475,69;475,69;475,69;-0,78%;0;0
09.10.1970;476,06;476,06;476,06;476,06;0,08%;0;0
12.10.1970;470;470;470;470;-1,27%;0;0
13.10.1970;466,47;466,47;466,47;466,47;-0,75%;0;0
14.10.1970;469,11;469,11;469,11;469,11;0,57%;0;0
15.10.1970;471,26;471,26;471,26;471,26;0,46%;0;0
16.10.1970;471,49;471,49;471,49;471,49;0,05%;0;0
19.10.1970;472,49;472,49;472,49;472,49;0,21%;0;0
20.10.1970;475,99;475,99;475,99;475,99;0,74%;0;0
21.10.1970;485,17;485,17;485,17;485,17;1,93%;0;0
22.10.1970;478,07;478,07;478,07;478,07;-1,46%;0;0
23.10.1970;489,15;489,15;489,15;489,15;2,32%;0;0
26.10.1970;491,42;491,42;491,42;491,42;0,46%;0;0
27.10.1970;490,49;490,49;490,49;490,49;-0,19%;0;0
28.10.1970;481,31;481,31;481,31;481,31;-1,87%;0;0
29.10.1970;482,83;482,83;482,83;482,83;0,32%;0;0
30.10.1970;477,18;477,18;477,18;477,18;-1,17%;0;0
02.11.1970;474,2;474,2;474,2;474,2;-0,62%;0;0
03.11.1970;476,17;476,17;476,17;476,17;0,42%;0;0
04.11.1970;477,74;477,74;477,74;477,74;0,33%;0;0
05.11.1970;476,4;476,4;476,4;476,4;-0,28%;0;0
06.11.1970;476,62;476,62;476,62;476,62;0,05%;0;0
09.11.1970;472,42;472,42;472,42;472,42;-0,88%;0;0
10.11.1970;472,16;472,16;472,16;472,16;-0,06%;0;0
11.11.1970;476,17;476,17;476,17;476,17;0,85%;0;0
12.11.1970;471,38;471,38;471,38;471,38;-1,01%;0;0
13.11.1970;463,86;463,86;463,86;463,86;-1,60%;0;0
16.11.1970;461,78;461,78;461,78;461,78;-0,45%;0;0
17.11.1970;463,9;463,9;463,9;463,9;0,46%;0;0
19.11.1970;453,52;453,52;453,52;453,52;-2,24%;0;0
20.11.1970;448,69;448,69;448,69;448,69;-1,07%;0;0
23.11.1970;445,75;445,75;445,75;445,75;-0,66%;0;0
24.11.1970;446,98;446,98;446,98;446,98;0,28%;0;0
25.11.1970;451,7;451,7;451,7;451,7;1,06%;0;0
26.11.1970;458,14;458,14;458,14;458,14;1,43%;0;0
27.11.1970;459,51;459,51;459,51;459,51;0,30%;0;0
30.11.1970;458,21;458,21;458,21;458,21;-0,28%;0;0
01.12.1970;461,74;461,74;461,74;461,74;0,77%;0;0
02.12.1970;459,7;459,7;459,7;459,7;-0,44%;0;0
03.12.1970;458,8;458,8;458,8;458,8;-0,20%;0;0
04.12.1970;455,31;455,31;455,31;455,31;-0,76%;0;0
07.12.1970;447,83;447,83;447,83;447,83;-1,64%;0;0
09.12.1970;451,59;451,59;451,59;451,59;0,84%;0;0
10.12.1970;454,45;454,45;454,45;454,45;0,63%;0;0
11.12.1970;459,25;459,25;459,25;459,25;1,06%;0;0
14.12.1970;453,93;453,93;453,93;453,93;-1,16%;0;0
15.12.1970;453,82;453,82;453,82;453,82;-0,02%;0;0
16.12.1970;452,41;452,41;452,41;452,41;-0,31%;0;0
17.12.1970;451,81;451,81;451,81;451,81;-0,13%;0;0
18.12.1970;451,03;451,03;451,03;451,03;-0,17%;0;0
21.12.1970;444,56;444,56;444,56;444,56;-1,43%;0;0
22.12.1970;444,41;444,41;444,41;444,41;-0,03%;0;0
23.12.1970;448,47;448,47;448,47;448,47;0,91%;0;0
28.12.1970;447,39;447,39;447,39;447,39;-0,24%;0;0
29.12.1970;444,93;444,93;444,93;444,93;-0,55%;0;0
30.12.1970;446,23;446,23;446,23;446,23;0,29%;0;0
31.12.1970;443,85;443,85;443,85;443,85;-0,53%;0;0
04.01.1971;444,19;444,19;444,19;444,19;0,08%;0;0
05.01.1971;451,22;451,22;451,22;451,22;1,58%;0;0
06.01.1971;458,02;458,02;458,02;458,02;1,51%;0;0
07.01.1971;464,05;464,05;464,05;464,05;1,32%;0;0
08.01.1971;471,38;471,38;471,38;471,38;1,58%;0;0
11.01.1971;475,43;475,43;475,43;475,43;0,86%;0;0
12.01.1971;477,62;477,62;477,62;477,62;0,46%;0;0
13.01.1971;487,33;487,33;487,33;487,33;2,03%;0;0
14.01.1971;481,6;481,6;481,6;481,6;-1,18%;0;0
15.01.1971;486,33;486,33;486,33;486,33;0,98%;0;0
18.01.1971;483,43;483,43;483,43;483,43;-0,60%;0;0
19.01.1971;490,12;490,12;490,12;490,12;1,38%;0;0
20.01.1971;489,86;489,86;489,86;489,86;-0,05%;0;0
21.01.1971;484,88;484,88;484,88;484,88;-1,02%;0;0
22.01.1971;489,45;489,45;489,45;489,45;0,94%;0;0
25.01.1971;498,45;498,45;498,45;498,45;1,84%;0;0
26.01.1971;499,57;499,57;499,57;499,57;0,22%;0;0
27.01.1971;502,47;502,47;502,47;502,47;0,58%;0;0
28.01.1971;509,61;509,61;509,61;509,61;1,42%;0;0
29.01.1971;511,92;511,92;511,92;511,92;0,45%;0;0
01.02.1971;506,93;506,93;506,93;506,93;-0,97%;0;0
02.02.1971;506,89;506,89;506,89;506,89;-0,01%;0;0
03.02.1971;501,17;501,17;501,17;501,17;-1,13%;0;0
04.02.1971;500,35;500,35;500,35;500,35;-0,16%;0;0
05.02.1971;508,42;508,42;508,42;508,42;1,61%;0;0
08.02.1971;509,65;509,65;509,65;509,65;0,24%;0;0
09.02.1971;506,3;506,3;506,3;506,3;-0,66%;0;0
10.02.1971;501,95;501,95;501,95;501,95;-0,86%;0;0
11.02.1971;503,88;503,88;503,88;503,88;0,38%;0;0
12.02.1971;513,03;513,03;513,03;513,03;1,82%;0;0
15.02.1971;530,62;530,62;530,62;530,62;3,43%;0;0
16.02.1971;540,33;540,33;540,33;540,33;1,83%;0;0
17.02.1971;535,87;535,87;535,87;535,87;-0,83%;0;0
18.02.1971;531,26;531,26;531,26;531,26;-0,86%;0;0
19.02.1971;533,75;533,75;533,75;533,75;0,47%;0;0
22.02.1971;542,15;542,15;542,15;542,15;1,57%;0;0
23.02.1971;537,02;537,02;537,02;537,02;-0,95%;0;0
24.02.1971;531,52;531,52;531,52;531,52;-1,02%;0;0
25.02.1971;527,31;527,31;527,31;527,31;-0,79%;0;0
26.02.1971;533,45;533,45;533,45;533,45;1,16%;0;0
01.03.1971;531,81;531,81;531,81;531,81;-0,31%;0;0
02.03.1971;527,87;527,87;527,87;527,87;-0,74%;0;0
03.03.1971;528,65;528,65;528,65;528,65;0,15%;0;0
04.03.1971;529,88;529,88;529,88;529,88;0,23%;0;0
05.03.1971;536,69;536,69;536,69;536,69;1,29%;0;0
08.03.1971;538,51;538,51;538,51;538,51;0,34%;0;0
09.03.1971;539,55;539,55;539,55;539,55;0,19%;0;0
10.03.1971;536,83;536,83;536,83;536,83;-0,50%;0;0
11.03.1971;534,23;534,23;534,23;534,23;-0,48%;0;0
12.03.1971;538,51;538,51;538,51;538,51;0,80%;0;0
15.03.1971;533,04;533,04;533,04;533,04;-1,02%;0;0
16.03.1971;540,67;540,67;540,67;540,67;1,43%;0;0
17.03.1971;538,36;538,36;538,36;538,36;-0,43%;0;0
18.03.1971;532,3;532,3;532,3;532,3;-1,13%;0;0
19.03.1971;525,94;525,94;525,94;525,94;-1,19%;0;0
22.03.1971;524,04;524,04;524,04;524,04;-0,36%;0;0
23.03.1971;523,78;523,78;523,78;523,78;-0,05%;0;0
24.03.1971;530,51;530,51;530,51;530,51;1,28%;0;0
25.03.1971;537,88;537,88;537,88;537,88;1,39%;0;0
26.03.1971;540,22;540,22;540,22;540,22;0,44%;0;0
29.03.1971;538,4;538,4;538,4;538,4;-0,34%;0;0
30.03.1971;537,43;537,43;537,43;537,43;-0,18%;0;0
31.03.1971;538,51;538,51;538,51;538,51;0,20%;0;0
01.04.1971;541,56;541,56;541,56;541,56;0,57%;0;0
02.04.1971;543,53;543,53;543,53;543,53;0,36%;0;0
05.04.1971;540,81;540,81;540,81;540,81;-0,50%;0;0
06.04.1971;535,79;535,79;535,79;535,79;-0,93%;0;0
07.04.1971;537,1;537,1;537,1;537,1;0,24%;0;0
08.04.1971;539,59;539,59;539,59;539,59;0,46%;0;0
13.04.1971;538,81;538,81;538,81;538,81;-0,14%;0;0
14.04.1971;532,78;532,78;532,78;532,78;-1,12%;0;0
15.04.1971;527,43;527,43;527,43;527,43;-1,00%;0;0
16.04.1971;527,05;527,05;527,05;527,05;-0,07%;0;0
19.04.1971;518,76;518,76;518,76;518,76;-1,57%;0;0
20.04.1971;516,45;516,45;516,45;516,45;-0,45%;0;0
21.04.1971;514,93;514,93;514,93;514,93;-0,29%;0;0
22.04.1971;507,23;507,23;507,23;507,23;-1,50%;0;0
23.04.1971;498,27;498,27;498,27;498,27;-1,77%;0;0
26.04.1971;497,78;497,78;497,78;497,78;-0,10%;0;0
27.04.1971;506,3;506,3;506,3;506,3;1,71%;0;0
28.04.1971;516,9;516,9;516,9;516,9;2,09%;0;0
29.04.1971;508,94;508,94;508,94;508,94;-1,54%;0;0
30.04.1971;503,92;503,92;503,92;503,92;-0,99%;0;0
03.05.1971;501,17;501,17;501,17;501,17;-0,55%;0;0
04.05.1971;500,24;500,24;500,24;500,24;-0,19%;0;0
05.05.1971;494,81;494,81;494,81;494,81;-1,09%;0;0
06.05.1971;497,82;497,82;497,82;497,82;0,61%;0;0
07.05.1971;498,41;498,41;498,41;498,41;0,12%;0;0
10.05.1971;491,27;491,27;491,27;491,27;-1,43%;0;0
11.05.1971;493,58;493,58;493,58;493,58;0,47%;0;0
12.05.1971;500,24;500,24;500,24;500,24;1,35%;0;0
13.05.1971;505,44;505,44;505,44;505,44;1,04%;0;0
14.05.1971;504,22;504,22;504,22;504,22;-0,24%;0;0
17.05.1971;499,12;499,12;499,12;499,12;-1,01%;0;0
18.05.1971;498,64;498,64;498,64;498,64;-0,10%;0;0
19.05.1971;498,56;498,56;498,56;498,56;-0,02%;0;0
21.05.1971;496,82;496,82;496,82;496,82;-0,35%;0;0
24.05.1971;499,79;499,79;499,79;499,79;0,60%;0;0
25.05.1971;501,13;501,13;501,13;501,13;0,27%;0;0
26.05.1971;503,55;503,55;503,55;503,55;0,48%;0;0
27.05.1971;511,32;511,32;511,32;511,32;1,54%;0;0
28.05.1971;515,56;515,56;515,56;515,56;0,83%;0;0
01.06.1971;518,16;518,16;518,16;518,16;0,50%;0;0
02.06.1971;510,95;510,95;510,95;510,95;-1,39%;0;0
03.06.1971;503,32;503,32;503,32;503,32;-1,49%;0;0
04.06.1971;505,82;505,82;505,82;505,82;0,50%;0;0
07.06.1971;502,32;502,32;502,32;502,32;-0,69%;0;0
08.06.1971;500,65;500,65;500,65;500,65;-0,33%;0;0
09.06.1971;499,27;499,27;499,27;499,27;-0,28%;0;0
11.06.1971;505,26;505,26;505,26;505,26;1,20%;0;0
14.06.1971;514,48;514,48;514,48;514,48;1,82%;0;0
15.06.1971;511,4;511,4;511,4;511,4;-0,60%;0;0
16.06.1971;513,92;513,92;513,92;513,92;0,49%;0;0
18.06.1971;511,21;511,21;511,21;511,21;-0,53%;0;0
21.06.1971;505,18;505,18;505,18;505,18;-1,18%;0;0
22.06.1971;503,25;503,25;503,25;503,25;-0,38%;0;0
23.06.1971;503,03;503,03;503,03;503,03;-0,04%;0;0
24.06.1971;499,53;499,53;499,53;499,53;-0,70%;0;0
28.06.1971;501,8;501,8;501,8;501,8;0,45%;0;0
29.06.1971;507,08;507,08;507,08;507,08;1,05%;0;0
30.06.1971;506,15;506,15;506,15;506,15;-0,18%;0;0
01.07.1971;508,64;508,64;508,64;508,64;0,49%;0;0
02.07.1971;511,73;511,73;511,73;511,73;0,61%;0;0
05.07.1971;512,96;512,96;512,96;512,96;0,24%;0;0
06.07.1971;510,02;510,02;510,02;510,02;-0,57%;0;0
07.07.1971;511,51;511,51;511,51;511,51;0,29%;0;0
08.07.1971;513,81;513,81;513,81;513,81;0,45%;0;0
09.07.1971;515,19;515,19;515,19;515,19;0,27%;0;0
12.07.1971;517,98;517,98;517,98;517,98;0,54%;0;0
13.07.1971;516,97;516,97;516,97;516,97;-0,19%;0;0
14.07.1971;513,85;513,85;513,85;513,85;-0,60%;0;0
15.07.1971;515,45;515,45;515,45;515,45;0,31%;0;0
16.07.1971;516,71;516,71;516,71;516,71;0,24%;0;0
19.07.1971;514,85;514,85;514,85;514,85;-0,36%;0;0
20.07.1971;514,97;514,97;514,97;514,97;0,02%;0;0
21.07.1971;516,27;516,27;516,27;516,27;0,25%;0;0
22.07.1971;517,2;517,2;517,2;517,2;0,18%;0;0
23.07.1971;514,97;514,97;514,97;514,97;-0,43%;0;0
26.07.1971;516,34;516,34;516,34;516,34;0,27%;0;0
27.07.1971;516,42;516,42;516,42;516,42;0,02%;0;0
28.07.1971;517,64;517,64;517,64;517,64;0,24%;0;0
29.07.1971;521,99;521,99;521,99;521,99;0,84%;0;0
30.07.1971;523,71;523,71;523,71;523,71;0,33%;0;0
02.08.1971;521,59;521,59;521,59;521,59;-0,40%;0;0
03.08.1971;524,71;524,71;524,71;524,71;0,60%;0;0
04.08.1971;526,35;526,35;526,35;526,35;0,31%;0;0
05.08.1971;522,33;522,33;522,33;522,33;-0,76%;0;0
06.08.1971;525,01;525,01;525,01;525,01;0,51%;0;0
09.08.1971;522,26;522,26;522,26;522,26;-0,52%;0;0
10.08.1971;516,79;516,79;516,79;516,79;-1,05%;0;0
11.08.1971;516,53;516,53;516,53;516,53;-0,05%;0;0
12.08.1971;517,05;517,05;517,05;517,05;0,10%;0;0
13.08.1971;514,22;514,22;514,22;514,22;-0,55%;0;0
16.08.1971;506,08;506,08;506,08;506,08;-1,58%;0;0
17.08.1971;497,3;497,3;497,3;497,3;-1,73%;0;0
18.08.1971;503,47;503,47;503,47;503,47;1,24%;0;0
19.08.1971;505,82;505,82;505,82;505,82;0,47%;0;0
20.08.1971;506,3;506,3;506,3;506,3;0,09%;0;0
23.08.1971;509,13;509,13;509,13;509,13;0,56%;0;0
24.08.1971;511,54;511,54;511,54;511,54;0,47%;0;0
25.08.1971;508,42;508,42;508,42;508,42;-0,61%;0;0
26.08.1971;506,23;506,23;506,23;506,23;-0,43%;0;0
27.08.1971;504,11;504,11;504,11;504,11;-0,42%;0;0
30.08.1971;500,46;500,46;500,46;500,46;-0,72%;0;0
31.08.1971;499,83;499,83;499,83;499,83;-0,13%;0;0
01.09.1971;497,04;497,04;497,04;497,04;-0,56%;0;0
02.09.1971;497,19;497,19;497,19;497,19;0,03%;0;0
03.09.1971;495,77;495,77;495,77;495,77;-0,29%;0;0
06.09.1971;491,16;491,16;491,16;491,16;-0,93%;0;0
07.09.1971;490,94;490,94;490,94;490,94;-0,04%;0;0
08.09.1971;487,11;487,11;487,11;487,11;-0,78%;0;0
09.09.1971;478,41;478,41;478,41;478,41;-1,79%;0;0
10.09.1971;472,75;472,75;472,75;472,75;-1,18%;0;0
13.09.1971;471,15;471,15;471,15;471,15;-0,34%;0;0
14.09.1971;469,33;469,33;469,33;469,33;-0,39%;0;0
15.09.1971;469,14;469,14;469,14;469,14;-0,04%;0;0
16.09.1971;467,54;467,54;467,54;467,54;-0,34%;0;0
17.09.1971;466,62;466,62;466,62;466,62;-0,20%;0;0
20.09.1971;460,52;460,52;460,52;460,52;-1,31%;0;0
21.09.1971;456,09;456,09;456,09;456,09;-0,96%;0;0
